# sensor:magnetometer
# Requested Sample Rate: 25 Hz
# Chart Presentation Rate: 30 Hz
# Recorded Data Filter: none (unfiltered sensor values; calibration and unit conversion may apply)
time,Bx,By,Bz,BT
11:51:29:407,-23.89,5.76,-45.96,52.11
11:51:29:447,-23.88,6.15,-46.26,52.42
11:51:29:487,-23.70,6.15,-45.81,51.95
11:51:29:527,-23.48,6.01,-45.60,51.65
11:51:29:567,-23.64,6.04,-45.85,51.94
11:51:29:607,-23.86,5.80,-45.98,52.13
11:51:29:647,-24.00,6.01,-46.23,52.43
11:51:29:687,-23.78,6.31,-46.12,52.27
11:51:29:727,-24.00,5.86,-45.64,51.90
11:51:29:767,-23.80,5.73,-45.70,51.85
11:51:29:807,-23.69,6.05,-45.48,51.64
11:51:29:847,-23.30,6.20,-45.47,51.47
11:51:29:887,-23.34,6.25,-45.73,51.72
11:51:29:927,-23.80,5.80,-45.74,51.89
11:51:29:967,-23.90,5.90,-45.52,51.75
11:51:30:007,-23.68,6.09,-45.75,51.87
11:51:30:047,-23.94,6.22,-46.26,52.46
11:51:30:087,-23.72,6.17,-46.06,52.17
11:51:30:127,-23.85,6.23,-45.85,52.06
11:51:30:167,-23.97,6.01,-45.96,52.18
11:51:30:207,-23.67,5.90,-45.96,52.03
11:51:30:247,-23.61,5.92,-45.82,51.89
11:51:30:287,-23.58,5.94,-45.95,51.98
11:51:30:327,-23.57,6.14,-45.75,51.83
11:51:30:367,-23.53,6.16,-46.13,52.15
11:51:30:407,-23.74,5.94,-46.26,52.34
11:51:30:447,-23.74,6.17,-45.47,51.66
11:51:30:487,-23.97,5.84,-45.76,51.99
11:51:30:527,-23.28,6.08,-45.91,51.83
11:51:30:567,-23.99,5.70,-45.70,51.93
11:51:30:607,-23.57,6.01,-45.79,51.85
11:51:30:647,-23.52,5.97,-45.65,51.70
11:51:30:687,-23.41,5.99,-45.54,51.56
11:51:30:727,-23.61,6.26,-45.85,51.95
11:51:30:767,-23.42,6.28,-45.85,51.87
11:51:30:807,-23.53,5.98,-45.66,51.72
11:51:30:847,-23.68,6.43,-45.90,52.04
11:51:30:887,-23.80,6.33,-45.37,51.63
11:51:30:927,-23.73,5.84,-45.53,51.67
11:51:30:967,-23.99,6.08,-45.71,51.98
11:51:31:007,-23.69,6.09,-45.68,51.81
11:51:31:047,-23.67,5.87,-45.88,51.96
11:51:31:087,-23.96,5.99,-45.58,51.84
11:51:31:127,-24.13,6.00,-45.40,51.76
11:51:31:167,-23.48,6.43,-45.55,51.65
11:51:31:207,-23.52,6.49,-46.16,52.22
11:51:31:247,-24.09,6.04,-45.49,51.83
11:51:31:287,-23.56,5.76,-45.65,51.69
11:51:31:327,-23.69,5.84,-46.34,52.37
11:51:31:367,-23.84,6.09,-46.09,52.25
11:51:31:407,-24.02,5.82,-45.58,51.85
11:51:31:447,-23.77,6.06,-45.76,51.92
11:51:31:487,-23.92,6.00,-46.40,52.55
11:51:31:527,-23.78,5.99,-45.59,51.77
11:51:31:567,-23.78,5.69,-45.82,51.94
11:51:31:607,-23.89,6.01,-45.74,51.95
11:51:31:647,-24.06,5.54,-45.38,51.66
11:51:31:687,-23.47,6.04,-45.55,51.60
11:51:31:727,-23.78,5.90,-45.69,51.84
11:51:31:767,-23.41,6.26,-45.58,51.62
11:51:31:807,-23.45,6.19,-45.81,51.83
11:51:31:847,-23.69,6.16,-46.07,52.17
11:51:31:887,-23.62,6.17,-45.62,51.74
11:51:31:927,-23.46,6.12,-45.96,51.96
11:51:31:967,-23.89,5.89,-46.45,52.56
11:51:32:007,-23.73,6.25,-45.81,51.97
11:51:32:047,-23.85,6.33,-45.42,51.69
11:51:32:087,-23.89,6.14,-45.82,52.04
11:51:32:127,-23.86,5.93,-45.74,51.93
11:51:32:167,-23.86,6.09,-45.84,52.03
11:51:32:207,-24.14,5.84,-46.27,52.52
11:51:32:247,-23.51,6.08,-45.69,51.74
11:51:32:287,-23.72,6.31,-45.48,51.68
11:51:32:327,-23.58,6.23,-45.85,51.93
11:51:32:367,-23.95,6.28,-45.95,52.19
11:51:32:407,-23.75,5.98,-46.36,52.43
11:51:32:447,-23.95,6.05,-46.02,52.23
11:51:32:487,-23.57,6.21,-45.73,51.82
11:51:32:527,-23.77,6.42,-45.53,51.76
11:51:32:567,-23.57,6.20,-45.77,51.86
11:51:32:607,-23.39,6.10,-45.93,51.90
11:51:32:647,-23.59,5.86,-45.96,51.99
11:51:32:687,-23.75,5.70,-45.69,51.81
11:51:32:727,-23.89,5.62,-46.15,52.27
11:51:32:767,-24.23,5.81,-45.55,51.92
11:51:32:807,-23.80,6.08,-45.62,51.81
11:51:32:847,-23.67,6.15,-45.64,51.78
11:51:32:887,-23.88,5.89,-46.09,52.24
11:51:32:927,-23.68,5.86,-45.85,51.93
11:51:32:967,-24.22,5.61,-45.58,51.92
11:51:33:007,-23.88,5.67,-45.73,51.89
11:51:33:047,-23.67,6.01,-45.62,51.74
11:51:33:087,-23.55,6.48,-46.07,52.14
11:51:33:127,-23.40,6.51,-46.20,52.20
11:51:33:167,-23.68,6.10,-45.88,51.99
11:51:33:207,-23.47,6.12,-46.21,52.19
11:51:33:247,-23.78,6.06,-45.30,51.52
11:51:33:287,-23.95,6.26,-45.64,51.92
11:51:33:327,-23.86,6.14,-45.81,52.02
11:51:33:367,-23.78,5.92,-45.43,51.62
11:51:33:407,-23.79,5.64,-45.80,51.92
11:51:33:447,-23.86,6.06,-45.30,51.56
11:51:33:487,-23.81,5.88,-45.84,51.99
11:51:33:527,-23.95,6.04,-45.86,52.09
11:51:33:567,-23.62,6.09,-45.82,51.91
11:51:33:607,-23.39,6.48,-45.84,51.86
11:51:33:647,-23.33,6.23,-45.87,51.84
11:51:33:687,-23.58,6.14,-45.84,51.91
11:51:33:727,-23.56,6.66,-45.62,51.77
11:51:33:767,-23.68,6.11,-45.88,51.99
11:51:33:807,-23.47,6.28,-45.82,51.87
11:51:33:847,-23.81,6.11,-45.98,52.14
11:51:33:887,-23.94,6.11,-45.49,51.77
11:51:33:927,-24.12,5.73,-46.04,52.29
11:51:33:967,-23.97,5.72,-45.66,51.89
11:51:34:007,-23.95,5.84,-45.34,51.60
11:51:34:047,-23.68,5.88,-46.01,52.08
11:51:34:087,-23.79,5.47,-46.04,52.11
11:51:34:127,-23.75,5.95,-45.52,51.69
11:51:34:167,-23.86,5.93,-45.59,51.80
11:51:34:207,-23.79,5.75,-45.71,51.85
11:51:34:247,-23.83,5.80,-45.76,51.92
11:51:34:287,-23.51,5.93,-45.47,51.53
11:51:34:327,-23.81,5.93,-45.34,51.55
11:51:34:367,-23.83,6.40,-45.69,51.93
11:51:34:407,-23.72,6.04,-45.69,51.83
11:51:34:447,-23.41,6.30,-45.88,51.90
11:51:34:487,-23.86,6.14,-45.70,51.92
11:51:34:527,-23.27,6.54,-46.07,52.02
11:51:34:567,-23.51,6.22,-45.60,51.68
11:51:34:607,-23.94,6.03,-45.66,51.91
11:51:34:647,-23.47,6.19,-46.06,52.06
11:51:34:687,-23.70,6.38,-45.37,51.59
11:51:34:727,-23.83,5.95,-45.88,52.04
11:51:34:767,-23.79,6.37,-46.04,52.22
11:51:34:807,-23.61,6.00,-45.75,51.83
11:51:34:847,-23.39,6.11,-45.71,51.71
11:51:34:887,-23.53,6.11,-45.57,51.65
11:51:34:927,-23.94,6.05,-46.08,52.28
11:51:34:967,-23.70,6.17,-45.73,51.87
11:51:35:007,-23.67,6.05,-45.37,51.53
11:51:35:053,-23.56,5.88,-46.46,52.42
11:51:35:093,-23.61,5.93,-45.44,51.55
11:51:35:133,-23.59,6.12,-45.93,52.00
11:51:35:173,-23.70,5.86,-45.26,51.43
11:51:35:213,-23.50,5.92,-45.58,51.62
11:51:35:253,-23.86,6.11,-45.73,51.94
11:51:35:293,-23.92,6.10,-45.76,52.00
11:51:35:333,-23.95,5.93,-45.88,52.10
11:51:35:373,-23.56,5.94,-45.70,51.76
11:51:35:413,-23.67,6.03,-45.95,52.03
11:51:35:453,-23.89,6.08,-45.76,51.98
11:51:35:493,-23.91,5.99,-45.84,52.04
11:51:35:533,-23.66,6.10,-45.59,51.72
11:51:35:573,-23.64,6.00,-45.71,51.81
11:51:35:613,-23.62,5.89,-45.63,51.72
11:51:35:653,-23.48,5.86,-45.63,51.65
11:51:35:693,-23.55,6.31,-45.42,51.55
11:51:35:733,-23.45,5.97,-46.08,52.05
11:51:35:773,-23.61,6.22,-45.79,51.89
11:51:35:813,-23.84,6.19,-45.99,52.17
11:51:35:853,-23.86,5.98,-45.87,52.05
11:51:35:893,-23.51,6.28,-45.71,51.79
11:51:35:933,-23.56,6.32,-45.53,51.65
11:51:35:973,-23.86,5.86,-45.93,52.09
11:51:36:013,-23.80,6.00,-45.68,51.86
11:51:36:053,-23.56,6.01,-45.43,51.53
11:51:36:093,-23.77,5.99,-45.60,51.77
11:51:36:133,-24.02,6.05,-45.68,51.96
11:51:36:173,-23.81,5.82,-45.68,51.84
11:51:36:213,-24.16,5.90,-45.26,51.64
11:51:36:253,-23.78,5.81,-45.54,51.70
11:51:36:293,-23.86,5.92,-45.74,51.93
11:51:36:333,-24.00,5.81,-45.88,52.11
11:51:36:373,-23.51,5.89,-45.99,51.99
11:51:36:413,-23.61,6.22,-45.87,51.96
11:51:36:453,-23.36,6.38,-46.13,52.10
11:51:36:493,-23.80,6.16,-45.53,51.74
11:51:36:533,-23.39,6.21,-45.65,51.67
11:51:36:573,-23.68,6.00,-45.80,51.91
11:51:36:613,-23.75,5.87,-45.86,51.98
11:51:36:653,-23.70,5.90,-45.60,51.73
11:51:36:693,-23.58,6.00,-45.60,51.69
11:51:36:733,-23.79,5.99,-45.68,51.85
11:51:36:773,-23.61,5.92,-45.53,51.63
11:51:36:813,-23.73,5.97,-45.92,52.03
11:51:36:853,-23.75,5.93,-45.46,51.63
11:51:36:893,-23.80,6.43,-46.21,52.38
11:51:36:933,-23.91,5.95,-46.01,52.19
11:51:36:973,-23.90,5.81,-45.68,51.88
11:51:37:013,-24.11,6.15,-45.88,52.20
11:51:37:053,-23.77,6.67,-46.07,52.26
11:51:37:093,-23.41,7.04,-46.04,52.13
11:51:37:133,-23.80,6.28,-45.75,51.95
11:51:37:173,-23.66,6.42,-45.95,52.07
11:51:37:213,-23.89,5.65,-45.70,51.88
11:51:37:253,-24.08,5.97,-45.92,52.19
11:51:37:293,-24.03,6.11,-45.84,52.11
11:51:37:333,-23.74,5.88,-45.54,51.69
11:51:37:373,-23.75,6.30,-45.98,52.14
11:51:37:413,-23.50,5.76,-45.91,51.89
11:51:37:453,-23.99,5.44,-45.77,51.96
11:51:37:493,-23.78,5.78,-45.66,51.81
11:51:37:533,-23.78,6.15,-46.40,52.50
11:51:37:573,-23.80,5.88,-45.92,52.06
11:51:37:613,-23.47,6.34,-46.18,52.19
11:51:37:653,-23.63,6.15,-46.18,52.24
11:51:37:693,-24.22,6.04,-45.98,52.32
11:51:37:733,-23.72,6.28,-46.13,52.25
11:51:37:773,-23.61,6.30,-45.65,51.78
11:51:37:813,-23.79,5.65,-45.68,51.81
11:51:37:853,-23.72,6.00,-45.73,51.86
11:51:37:893,-23.59,6.11,-45.42,51.55
11:51:37:933,-23.80,5.86,-45.84,51.98
11:51:37:973,-24.05,5.84,-45.66,51.94
11:51:38:013,-23.81,5.80,-45.73,51.88
11:51:38:053,-23.83,5.67,-45.88,52.01
11:51:38:093,-23.66,6.00,-45.66,51.78
11:51:38:133,-23.88,6.12,-45.95,52.14
11:51:38:173,-23.94,5.93,-45.74,51.96
11:51:38:213,-24.00,6.09,-45.65,51.93
11:51:38:253,-23.47,6.01,-46.12,52.09
11:51:38:293,-23.83,5.42,-46.02,52.10
11:51:38:333,-23.77,6.10,-45.47,51.67
11:51:38:373,-23.63,6.01,-45.53,51.65
11:51:38:413,-23.39,6.22,-45.99,51.97
11:51:38:453,-23.83,6.04,-45.91,52.07
11:51:38:493,-23.38,5.93,-45.96,51.90
11:51:38:533,-23.91,5.82,-45.52,51.75
11:51:38:573,-23.69,6.15,-45.96,52.07
11:51:38:613,-23.46,5.92,-45.80,51.80
11:51:38:653,-23.85,5.80,-45.76,51.93
11:51:38:693,-23.66,6.03,-46.08,52.15
11:51:38:733,-23.78,6.09,-45.49,51.69
11:51:38:773,-23.67,5.70,-45.23,51.36
11:51:38:813,-23.86,6.17,-45.58,51.82
11:51:38:853,-23.47,6.04,-45.34,51.41
11:51:38:893,-23.47,5.99,-45.57,51.61
11:51:38:933,-23.52,6.17,-45.54,51.63
11:51:38:973,-23.75,6.17,-45.24,51.47
11:51:39:013,-23.80,6.08,-45.47,51.68
11:51:39:053,-23.75,6.08,-45.64,51.81
11:51:39:093,-23.80,5.73,-45.90,52.02
11:51:39:133,-23.80,5.90,-46.59,52.65
11:51:39:173,-23.62,6.21,-46.01,52.09
11:51:39:213,-23.64,5.67,-45.84,51.89
11:51:39:253,-23.56,6.19,-45.58,51.68
11:51:39:293,-23.97,5.87,-45.60,51.85
11:51:39:333,-23.66,5.84,-46.30,52.32
11:51:39:373,-23.77,6.03,-45.57,51.74
11:51:39:413,-23.58,5.84,-46.01,52.03
11:51:39:453,-23.56,6.10,-45.91,51.96
11:51:39:493,-23.85,5.87,-46.13,52.26
11:51:39:533,-23.70,6.10,-46.03,52.13
11:51:39:573,-24.05,5.62,-46.41,52.57
11:51:39:613,-23.46,6.31,-45.62,51.68
11:51:39:653,-23.61,6.01,-45.98,52.04
11:51:39:693,-23.91,6.19,-45.69,51.94
11:51:39:733,-23.63,6.03,-45.88,51.96
11:51:39:773,-23.81,6.14,-46.20,52.34
11:51:39:813,-23.41,6.34,-45.90,51.91
11:51:39:853,-23.66,5.98,-46.25,52.29
11:51:39:893,-23.53,6.26,-45.98,52.03
11:51:39:933,-23.57,6.08,-45.53,51.63
11:51:39:973,-24.20,5.77,-45.20,51.60
11:51:40:013,-23.80,5.92,-45.55,51.74
11:51:40:053,-23.63,6.00,-45.54,51.66
11:51:40:093,-23.90,5.84,-45.48,51.71
11:51:40:133,-23.86,5.88,-45.77,51.96
11:51:40:173,-23.73,5.81,-45.57,51.70
11:51:40:213,-24.17,5.94,-45.63,51.97
11:51:40:253,-23.78,5.71,-45.75,51.88
11:51:40:293,-23.81,5.98,-45.68,51.86
11:51:40:333,-23.88,6.01,-45.53,51.76
11:51:40:373,-23.67,5.86,-45.75,51.84
11:51:40:413,-23.42,6.21,-45.82,51.84
11:51:40:453,-23.38,6.58,-45.86,51.89
11:51:40:493,-23.46,6.49,-46.07,52.10
11:51:40:533,-23.83,6.34,-45.75,51.97
11:51:40:573,-23.80,6.01,-45.52,51.72
11:51:40:613,-23.91,6.06,-45.88,52.10
11:51:40:653,-23.95,5.88,-45.77,51.99
11:51:40:693,-23.55,5.92,-45.70,51.75
11:51:40:733,-23.40,6.25,-45.79,51.80
11:51:40:773,-23.75,5.77,-45.91,52.01
11:51:40:813,-23.85,6.12,-45.91,52.10
11:51:40:853,-23.77,5.93,-45.75,51.89
11:51:40:893,-23.52,5.97,-45.90,51.92
11:51:40:933,-23.72,6.00,-45.64,51.78
11:51:40:973,-23.75,5.80,-45.70,51.83
11:51:41:013,-23.68,6.19,-45.54,51.70
11:51:41:053,-23.70,6.69,-45.68,51.89
11:51:41:093,-23.29,6.27,-45.76,51.73
11:51:41:133,-23.51,6.14,-45.53,51.61
11:51:41:173,-23.66,6.01,-45.80,51.90
11:51:41:213,-23.83,5.58,-45.62,51.76
11:51:41:253,-23.70,5.98,-45.76,51.88
11:51:41:293,-23.96,5.73,-45.86,52.06
11:51:41:333,-23.83,5.88,-45.65,51.83
11:51:41:373,-23.69,5.78,-45.74,51.83
11:51:41:413,-24.00,5.76,-45.99,52.20
11:51:41:453,-23.75,5.84,-45.53,51.69
11:51:41:493,-23.59,6.04,-44.85,51.03
11:51:41:533,-23.84,6.11,-45.54,51.77
11:51:41:573,-23.61,6.58,-45.93,52.06
11:51:41:613,-24.09,5.58,-45.74,52.00
11:51:41:653,-23.86,6.30,-45.80,52.03
11:51:41:693,-23.83,5.78,-45.46,51.65
11:51:41:733,-23.88,5.56,-45.75,51.90
11:51:41:773,-23.90,6.14,-45.54,51.80
11:51:41:813,-23.55,6.45,-45.75,51.86
11:51:41:853,-23.63,5.93,-45.65,51.75
11:51:41:893,-23.52,6.10,-45.80,51.85
11:51:41:933,-23.40,5.93,-45.53,51.53
11:51:41:973,-23.58,5.94,-45.55,51.64
11:51:42:013,-23.89,5.81,-45.69,51.88
11:51:42:053,-23.75,5.81,-45.80,51.92
11:51:42:093,-23.68,5.92,-45.60,51.72
11:51:42:133,-23.59,6.06,-46.03,52.08
11:51:42:173,-23.46,5.93,-45.87,51.86
11:51:42:213,-23.72,5.81,-45.88,51.98
11:51:42:253,-23.68,5.54,-45.32,51.44
11:51:42:293,-23.90,6.03,-45.80,52.01
11:51:42:333,-23.50,6.28,-45.53,51.62
11:51:42:373,-23.67,6.01,-45.76,51.87
11:51:42:413,-23.81,6.23,-46.38,52.51
11:51:42:453,-23.73,5.95,-45.74,51.87
11:51:42:493,-23.44,6.45,-46.21,52.22
11:51:42:533,-23.74,6.17,-45.87,52.02
11:51:42:573,-23.84,6.28,-45.79,52.00
11:51:42:613,-23.91,6.26,-45.68,51.94
11:51:42:653,-23.02,6.88,-45.88,51.79
11:51:42:693,-23.16,6.92,-46.23,52.16
11:51:42:733,-23.55,6.25,-45.82,51.90
11:51:42:773,-23.62,5.54,-45.66,51.71
11:51:42:813,-23.56,5.95,-45.65,51.72
11:51:42:853,-23.50,6.27,-45.65,51.73
11:51:42:893,-23.72,5.92,-45.48,51.63
11:51:42:933,-24.02,5.73,-45.65,51.90
11:51:42:973,-23.64,6.19,-46.02,52.11
11:51:43:013,-23.68,5.70,-45.95,52.00
11:51:43:053,-23.67,6.01,-45.38,51.54
11:51:43:093,-23.56,6.19,-46.04,52.09
11:51:43:133,-23.31,5.98,-45.97,51.89
11:51:43:173,-23.03,6.61,-46.13,51.98
11:51:43:213,-23.45,6.49,-45.99,52.03
11:51:43:253,-23.90,5.59,-45.41,51.62
11:51:43:293,-23.95,5.56,-45.84,52.01
11:51:43:333,-23.56,6.08,-45.87,51.92
11:51:43:373,-23.56,5.86,-45.42,51.50
11:51:43:413,-23.56,5.93,-45.52,51.60
11:51:43:453,-23.84,6.00,-45.75,51.94
11:51:43:493,-23.68,6.12,-45.53,51.68
11:51:43:533,-23.91,5.94,-45.62,51.84
11:51:43:573,-23.86,6.04,-45.90,52.08
11:51:43:613,-23.47,6.05,-45.71,51.74
11:51:43:653,-23.07,6.36,-45.75,51.63
11:51:43:693,-23.56,6.42,-45.90,51.99
11:51:43:733,-23.59,6.26,-45.68,51.79
11:51:43:773,-23.30,6.37,-45.97,51.93
11:51:43:813,-24.01,6.32,-46.03,52.30
11:51:43:853,-23.41,6.03,-45.97,51.94
11:51:43:893,-23.58,5.75,-45.62,51.67
11:51:43:933,-23.50,5.93,-46.01,52.00
11:51:43:973,-23.74,6.20,-45.77,51.94
11:51:44:013,-23.66,5.97,-45.59,51.71
11:51:44:053,-23.46,6.26,-45.47,51.55
11:51:44:093,-23.44,5.84,-45.48,51.50
11:51:44:133,-23.78,5.71,-45.92,52.03
11:51:44:173,-23.42,5.76,-46.09,52.02
11:51:44:213,-23.78,5.77,-45.98,52.09
11:51:44:253,-23.81,5.89,-45.70,51.87
11:51:44:293,-23.63,6.00,-45.79,51.87
11:51:44:333,-23.50,6.48,-46.21,52.25
11:51:44:373,-23.55,6.27,-45.75,51.83
11:51:44:413,-23.45,6.05,-45.44,51.49
11:51:44:453,-23.51,6.04,-45.43,51.51
11:51:44:493,-23.44,6.17,-45.77,51.79
11:51:44:533,-23.64,6.37,-46.16,52.26
11:51:44:573,-23.66,5.83,-45.51,51.62
11:51:44:613,-23.78,6.01,-45.65,51.82
11:51:44:653,-23.75,6.08,-45.74,51.89
11:51:44:693,-23.57,6.31,-45.37,51.52
11:51:44:733,-23.78,5.67,-45.85,51.96
11:51:44:773,-23.81,5.88,-45.90,52.04
11:51:44:813,-23.90,5.87,-45.41,51.65
11:51:44:853,-23.75,5.78,-45.58,51.72
11:51:44:893,-24.06,5.89,-45.80,52.07
11:51:44:933,-23.66,6.09,-45.75,51.86
11:51:44:973,-23.77,5.99,-45.57,51.74
11:51:45:013,-23.89,5.90,-45.62,51.83
11:51:45:053,-23.50,6.21,-45.63,51.70
11:51:45:093,-23.63,6.40,-46.10,52.20
11:51:45:133,-23.85,6.17,-45.87,52.07
11:51:45:173,-23.72,5.66,-45.99,52.06
11:51:45:213,-23.70,5.75,-45.66,51.77
11:51:45:253,-23.62,6.30,-45.42,51.58
11:51:45:293,-23.48,6.00,-45.47,51.53
11:51:45:333,-23.73,6.00,-45.75,51.89
11:51:45:373,-23.52,6.30,-46.43,52.43
11:51:45:413,-23.59,5.90,-45.60,51.68
11:51:45:453,-23.95,5.81,-45.68,51.90
11:51:45:493,-23.73,5.92,-45.66,51.80
11:51:45:533,-23.68,6.04,-45.52,51.66
11:51:45:573,-23.86,5.71,-46.13,52.25
11:51:45:613,-23.61,5.75,-45.77,51.82
11:51:45:653,-23.67,5.88,-45.79,51.88
11:51:45:693,-23.56,5.60,-45.27,51.34
11:51:45:733,-23.67,5.88,-45.46,51.59
11:51:45:773,-23.89,5.92,-45.60,51.82
11:51:45:813,-23.59,6.09,-46.10,52.15
11:51:45:853,-23.17,6.62,-45.97,51.90
11:51:45:893,-23.64,6.12,-45.69,51.81
11:51:45:933,-23.95,5.55,-45.54,51.75
11:51:45:973,-24.14,5.80,-45.88,52.17
11:51:46:013,-24.05,5.76,-45.68,51.94
11:51:46:053,-23.88,5.65,-45.79,51.95
11:51:46:093,-23.86,5.82,-45.99,52.14
11:51:46:133,-23.70,5.82,-45.57,51.69
11:51:46:173,-23.94,5.67,-45.73,51.92
11:51:46:213,-23.75,5.70,-45.84,51.94
11:51:46:253,-23.84,6.25,-45.55,51.79
11:51:46:293,-23.89,5.89,-45.23,51.48
11:51:46:333,-23.63,5.76,-45.03,51.18
11:51:46:373,-23.41,6.44,-45.85,51.88
11:51:46:413,-23.35,5.90,-46.01,51.93
11:51:46:453,-23.64,6.01,-45.26,51.42
11:51:46:493,-23.72,5.62,-46.10,52.15
11:51:46:533,-23.73,5.89,-46.23,52.29
11:51:46:573,-23.62,5.80,-45.85,51.90
11:51:46:613,-23.88,5.75,-45.76,51.93
11:51:46:653,-23.85,5.84,-45.18,51.42
11:51:46:693,-24.00,5.78,-45.81,52.04
11:51:46:733,-23.53,6.10,-45.53,51.61
11:51:46:773,-23.84,5.92,-45.49,51.70
11:51:46:813,-24.09,5.55,-45.60,51.88
11:51:46:853,-23.53,6.04,-45.84,51.88
11:51:46:893,-23.64,6.00,-45.96,52.03
11:51:46:933,-23.63,5.56,-46.01,52.02
11:51:46:973,-23.62,6.04,-45.57,51.68
11:51:47:013,-23.44,6.25,-45.77,51.80
11:51:47:053,-23.63,5.84,-46.07,52.10
11:51:47:093,-23.58,5.72,-45.91,51.93
11:51:47:133,-23.55,6.10,-45.71,51.78
11:51:47:173,-23.39,6.03,-45.70,51.69
11:51:47:213,-23.88,5.75,-45.31,51.54
11:51:47:253,-23.78,5.88,-45.90,52.02
11:51:47:293,-23.96,6.03,-45.42,51.71
11:51:47:333,-23.86,6.04,-45.59,51.81
11:51:47:373,-23.39,6.20,-45.73,51.73
11:51:47:413,-23.40,5.89,-45.51,51.51
11:51:47:453,-23.74,5.70,-45.82,51.92
11:51:47:493,-23.63,5.81,-45.57,51.66
11:51:47:533,-23.62,6.01,-45.51,51.62
11:51:47:573,-23.69,6.30,-45.69,51.85
11:51:47:613,-23.95,5.88,-45.71,51.94
11:51:47:653,-23.44,6.09,-45.90,51.89
11:51:47:693,-23.55,6.00,-45.77,51.82
11:51:47:733,-23.59,6.31,-45.52,51.66
11:51:47:773,-23.55,6.27,-45.92,51.99
11:51:47:813,-23.41,5.89,-45.51,51.51
11:51:47:853,-23.86,6.44,-45.16,51.49
11:51:47:893,-23.47,5.95,-45.53,51.57
11:51:47:933,-23.70,5.83,-45.86,51.95
11:51:47:973,-23.75,6.12,-45.73,51.89
11:51:48:013,-23.62,5.89,-45.15,51.30
11:51:48:053,-23.68,6.22,-46.08,52.18
11:51:48:093,-23.67,6.25,-45.82,51.95
11:51:48:133,-23.64,6.12,-45.57,51.70
11:51:48:173,-23.62,6.12,-45.62,51.73
11:51:48:213,-23.62,5.65,-45.58,51.65
11:51:48:253,-23.79,6.03,-46.15,52.27
11:51:48:293,-24.20,5.89,-45.81,52.15
11:51:48:333,-23.83,5.97,-45.43,51.65
11:51:48:373,-23.79,5.77,-45.75,51.89
11:51:48:413,-23.92,5.88,-45.64,51.86
11:51:48:453,-23.58,6.20,-45.85,51.93
11:51:48:493,-23.56,5.99,-45.93,51.97
11:51:48:533,-23.35,6.21,-45.86,51.84
11:51:48:573,-23.59,6.31,-45.60,51.73
11:51:48:613,-23.70,6.00,-45.75,51.87
11:51:48:653,-23.45,5.94,-45.77,51.77
11:51:48:693,-23.84,5.83,-45.44,51.65
11:51:48:733,-23.84,5.82,-46.23,52.34
11:51:48:773,-23.81,5.75,-45.69,51.84
11:51:48:813,-23.78,5.92,-45.55,51.73
11:51:48:853,-23.80,6.09,-45.57,51.77
11:51:48:893,-23.74,6.34,-45.62,51.81
11:51:48:933,-23.80,6.12,-45.54,51.75
11:51:48:973,-23.68,5.76,-45.13,51.29
11:51:49:013,-23.47,6.10,-45.51,51.57
11:51:49:053,-23.45,6.22,-45.59,51.64
11:51:49:093,-23.34,6.50,-45.95,51.94
11:51:49:133,-23.78,6.03,-45.90,52.04
11:51:49:173,-23.38,6.45,-45.34,51.41
11:51:49:213,-23.70,6.19,-45.95,52.07
11:51:49:253,-23.55,6.33,-45.46,51.58
11:51:49:293,-23.42,6.01,-45.53,51.55
11:51:49:333,-23.50,5.94,-45.37,51.44
11:51:49:373,-23.52,5.55,-45.86,51.84
11:51:49:413,-23.78,6.03,-45.98,52.12
11:51:49:453,-23.84,5.77,-45.48,51.67
11:51:49:493,-23.72,5.92,-45.27,51.45
11:51:49:533,-23.59,5.86,-45.52,51.60
11:51:49:573,-23.74,5.90,-45.68,51.82
11:51:49:613,-23.73,5.84,-45.54,51.69
11:51:49:653,-23.69,6.15,-45.62,51.77
11:51:49:693,-23.74,6.16,-45.70,51.87
11:51:49:733,-24.01,5.93,-45.62,51.89
11:51:49:773,-24.12,6.10,-45.23,51.62
11:51:49:813,-23.44,6.76,-45.70,51.80
11:51:49:853,-23.50,6.42,-45.84,51.91
11:51:49:893,-23.74,6.17,-45.27,51.49
11:51:49:933,-23.58,6.36,-45.71,51.83
11:51:49:973,-23.89,5.64,-45.90,52.05
11:51:50:013,-23.53,5.75,-45.96,51.95
11:51:50:053,-23.27,5.82,-45.76,51.67
11:51:50:093,-23.81,6.40,-45.84,52.05
11:51:50:133,-23.67,5.95,-45.92,52.00
11:51:50:173,-23.62,6.01,-45.82,51.90
11:51:50:213,-23.61,5.65,-45.63,51.68
11:51:50:253,-24.24,5.92,-46.02,52.35
11:51:50:293,-24.19,6.12,-45.25,51.68
11:51:50:333,-24.02,6.27,-45.16,51.54
11:51:50:373,-23.94,6.01,-45.71,51.95
11:51:50:413,-23.74,6.06,-45.86,52.00
11:51:50:453,-23.57,6.48,-45.63,51.76
11:51:50:493,-23.72,6.26,-45.98,52.12
11:51:50:533,-23.58,5.87,-45.58,51.65
11:51:50:573,-23.58,6.01,-45.87,51.93
11:51:50:613,-23.88,5.72,-45.54,51.74
11:51:50:653,-23.47,5.99,-45.97,51.96
11:51:50:693,-23.74,5.87,-45.70,51.83
11:51:50:733,-23.64,6.30,-45.57,51.72
