# sensor:magnetometer
# Requested Sample Rate: 50 Hz
# Chart Presentation Rate: 30 Hz
# Recorded Data Filter: none (unfiltered sensor values; calibration and unit conversion may apply)
time,Bx,By,Bz,BT
12:01:08:860,-23.61,6.26,-45.48,51.62
12:01:08:880,-22.85,6.23,-46.02,51.76
12:01:08:900,-23.83,5.78,-45.40,51.59
12:01:08:920,-23.05,6.14,-45.81,51.65
12:01:08:940,-22.73,6.61,-46.23,51.93
12:01:08:960,-23.64,5.71,-45.51,51.60
12:01:08:980,-23.45,5.99,-46.24,52.19
12:01:09:000,-23.19,5.48,-45.84,51.66
12:01:09:020,-23.38,5.64,-45.82,51.75
12:01:09:040,-23.34,6.10,-45.81,51.77
12:01:09:060,-23.28,5.56,-45.82,51.70
12:01:09:080,-22.97,5.77,-45.71,51.49
12:01:09:100,-23.64,5.71,-45.29,51.41
12:01:09:120,-23.61,6.17,-45.49,51.62
12:01:09:140,-23.53,6.16,-46.45,52.43
12:01:09:160,-23.69,6.34,-45.59,51.77
12:01:09:180,-23.13,6.04,-45.07,51.02
12:01:09:200,-23.63,6.15,-46.45,52.47
12:01:09:220,-23.70,6.25,-45.80,51.95
12:01:09:240,-23.53,6.08,-46.24,52.24
12:01:09:260,-23.42,6.19,-45.70,51.73
12:01:09:280,-23.78,5.42,-45.82,51.91
12:01:09:300,-23.31,6.37,-46.02,51.98
12:01:09:320,-23.46,5.64,-45.62,51.60
12:01:09:340,-22.44,6.65,-46.34,51.91
12:01:09:360,-23.19,5.56,-46.15,51.95
12:01:09:380,-23.23,6.30,-46.13,52.03
12:01:09:400,-23.22,6.47,-46.23,52.13
12:01:09:420,-23.44,6.26,-46.45,52.40
12:01:09:440,-22.55,6.45,-46.23,51.83
12:01:09:460,-23.27,6.76,-45.26,51.34
12:01:09:480,-22.90,6.95,-46.42,52.23
12:01:09:500,-22.92,6.50,-46.23,52.01
12:01:09:520,-22.56,7.47,-45.99,51.77
12:01:09:540,-22.86,6.05,-46.03,51.75
12:01:09:560,-23.05,6.39,-46.76,52.52
12:01:09:580,-22.97,6.97,-45.68,51.60
12:01:09:600,-22.51,7.00,-46.53,52.16
12:01:09:620,-22.90,6.87,-46.43,52.23
12:01:09:640,-23.34,6.01,-45.71,51.68
12:01:09:660,-23.45,5.90,-45.92,51.90
12:01:09:680,-23.83,5.70,-45.08,51.31
12:01:09:700,-23.68,5.59,-46.57,52.54
12:01:09:720,-23.64,5.88,-45.92,51.98
12:01:09:740,-23.95,5.67,-45.71,51.92
12:01:09:760,-23.74,5.80,-45.49,51.64
12:01:09:780,-23.75,5.78,-45.92,52.02
12:01:09:800,-23.39,5.54,-46.14,52.02
12:01:09:820,-23.07,5.77,-45.62,51.44
12:01:09:840,-23.73,5.88,-45.49,51.65
12:01:09:860,-23.34,6.10,-45.81,51.77
12:01:09:880,-23.55,5.89,-45.71,51.76
12:01:09:900,-23.08,5.84,-46.35,52.11
12:01:09:920,-24.03,5.49,-44.97,51.28
12:01:09:940,-23.36,5.82,-46.03,51.95
12:01:09:960,-23.85,5.59,-45.82,51.96
12:01:09:980,-23.46,5.81,-45.92,51.89
12:01:10:000,-22.85,6.15,-45.81,51.56
12:01:10:020,-23.68,5.59,-46.68,52.64
12:01:10:040,-23.84,5.86,-46.24,52.35
12:01:10:060,-24.25,5.45,-45.71,52.04
12:01:10:080,-22.95,6.22,-46.24,51.99
12:01:10:100,-23.67,5.60,-46.03,52.06
12:01:10:120,-23.66,5.61,-45.40,51.50
12:01:10:140,-23.55,5.89,-45.92,51.94
12:01:10:160,-23.58,5.78,-46.88,52.80
12:01:10:180,-23.13,6.38,-46.54,52.36
12:01:10:200,-23.33,6.20,-45.81,51.78
12:01:10:220,-23.12,6.58,-46.34,52.20
12:01:10:240,-23.20,6.39,-45.38,51.37
12:01:10:260,-23.41,6.28,-45.48,51.54
12:01:10:280,-23.24,4.92,-45.85,51.64
12:01:10:300,-23.85,5.84,-46.56,52.63
12:01:10:320,-23.44,6.09,-46.02,52.00
12:01:10:340,-23.66,5.87,-46.56,52.55
12:01:10:360,-24.05,5.56,-45.82,52.05
12:01:10:380,-24.17,5.45,-46.25,52.47
12:01:10:400,-23.55,5.81,-45.60,51.65
12:01:10:420,-23.12,6.48,-46.23,52.09
12:01:10:440,-23.73,6.06,-45.92,52.04
12:01:10:460,-23.44,6.00,-45.49,51.53
12:01:10:480,-23.57,5.44,-45.30,51.35
12:01:10:500,-23.53,6.08,-46.02,52.04
12:01:10:520,-23.36,5.73,-45.93,51.85
12:01:10:540,-23.35,5.66,-45.08,51.08
12:01:10:560,-23.56,5.80,-46.24,52.22
12:01:10:580,-23.39,5.64,-46.25,52.13
12:01:10:600,-23.68,5.51,-46.04,52.07
12:01:10:620,-23.41,6.11,-44.96,51.05
12:01:10:640,-23.50,6.54,-45.91,51.99
12:01:10:660,-23.62,5.99,-45.49,51.61
12:01:10:680,-23.18,5.58,-45.41,51.29
12:01:10:700,-23.66,6.80,-45.68,51.89
12:01:10:720,-23.78,5.32,-45.73,51.81
12:01:10:740,-23.96,5.58,-45.93,52.11
12:01:10:760,-23.84,5.69,-45.60,51.77
12:01:10:780,-23.83,5.78,-45.29,51.50
12:01:10:800,-24.12,5.75,-45.49,51.81
12:01:10:820,-23.48,6.54,-45.80,51.88
12:01:10:840,-23.13,6.21,-45.81,51.69
12:01:10:860,-24.07,5.29,-45.51,51.75
12:01:10:880,-22.75,6.16,-45.92,51.62
12:01:10:900,-23.81,6.05,-45.49,51.71
12:01:10:920,-23.90,6.05,-45.27,51.55
12:01:10:940,-23.35,6.00,-45.92,51.87
12:01:10:960,-23.95,5.50,-45.30,51.53
12:01:10:980,-23.97,6.40,-45.37,51.71
12:01:11:000,-23.59,5.51,-46.57,52.49
12:01:11:020,-23.16,6.20,-46.76,52.55
12:01:11:040,-22.80,5.69,-46.47,52.07
12:01:11:060,-23.77,5.60,-45.93,52.02
12:01:11:080,-23.45,5.90,-45.71,51.71
12:01:11:100,-23.38,5.72,-46.46,52.32
12:01:11:120,-23.55,5.72,-45.29,51.36
12:01:11:140,-22.88,5.87,-46.14,51.83
12:01:11:160,-23.77,5.60,-45.82,51.92
12:01:11:180,-24.06,5.56,-46.03,52.24
12:01:11:200,-23.56,5.80,-46.03,52.03
12:01:11:220,-23.25,5.93,-45.71,51.63
12:01:11:240,-23.33,6.10,-45.60,51.59
12:01:11:260,-23.68,5.33,-45.73,51.77
12:01:11:280,-24.46,5.26,-45.62,52.03
12:01:11:300,-23.96,5.49,-45.62,51.82
12:01:11:320,-23.91,6.12,-46.13,52.32
12:01:11:340,-23.39,6.73,-46.12,52.14
12:01:11:360,-23.75,5.60,-45.62,51.73
12:01:11:380,-23.62,5.99,-45.18,51.33
12:01:11:400,-23.34,6.19,-46.34,52.25
12:01:11:420,-23.25,5.75,-45.40,51.33
12:01:11:440,-23.40,6.55,-45.91,51.94
12:01:11:460,-23.50,5.53,-46.47,52.37
12:01:11:480,-23.85,5.42,-45.19,51.38
12:01:11:500,-23.90,6.14,-45.70,51.94
12:01:11:520,-22.55,6.37,-45.70,51.36
12:01:11:540,-23.42,6.01,-45.29,51.34
12:01:11:560,-23.85,5.43,-44.87,51.11
12:01:11:580,-23.25,6.10,-46.35,52.21
12:01:11:600,-23.35,5.75,-45.08,51.09
12:01:11:620,-23.18,5.83,-46.25,52.06
12:01:11:640,-23.52,6.26,-45.91,51.96
12:01:11:660,-23.55,5.72,-45.51,51.56
12:01:11:680,-23.53,5.82,-45.29,51.37
12:01:11:700,-23.77,5.42,-45.41,51.54
12:01:11:720,-23.73,5.97,-45.81,51.94
12:01:11:740,-24.06,5.56,-46.14,52.33
12:01:11:760,-23.41,6.37,-45.80,51.83
12:01:11:780,-23.01,6.69,-46.01,51.87
12:01:11:800,-23.83,6.04,-46.24,52.37
12:01:11:820,-23.94,5.94,-46.13,52.31
12:01:11:840,-23.51,6.27,-45.59,51.68
12:01:11:860,-24.08,5.20,-46.15,52.32
12:01:11:880,-23.59,6.27,-45.27,51.44
12:01:11:900,-24.13,5.48,-45.08,51.42
12:01:11:920,-23.75,5.51,-45.30,51.45
12:01:11:940,-24.01,5.94,-45.60,51.88
12:01:11:960,-23.47,5.54,-45.73,51.70
12:01:11:980,-23.74,5.87,-46.03,52.12
12:01:12:000,-23.53,6.16,-46.34,52.33
12:01:12:020,-23.25,6.01,-45.92,51.82
12:01:12:040,-22.86,6.22,-46.76,52.42
12:01:12:060,-23.75,5.77,-46.35,52.40
12:01:12:080,-23.66,5.70,-45.92,51.97
12:01:12:100,-23.62,6.16,-46.02,52.09
12:01:12:120,-23.57,5.44,-45.51,51.54
12:01:12:140,-23.14,6.21,-46.02,51.88
12:01:12:160,-23.97,5.48,-46.25,52.38
12:01:12:180,-23.66,6.05,-46.87,52.85
12:01:12:200,-23.28,5.48,-45.30,51.22
12:01:12:220,-23.46,5.72,-45.82,51.80
12:01:12:240,-23.02,6.42,-45.59,51.48
12:01:12:260,-23.41,6.28,-45.59,51.63
12:01:12:280,-23.07,6.20,-47.08,52.79
12:01:12:300,-23.75,5.69,-45.82,51.93
12:01:12:320,-22.68,5.99,-45.92,51.57
12:01:12:340,-23.31,6.47,-46.23,52.17
12:01:12:360,-23.84,5.77,-45.71,51.88
12:01:12:380,-23.23,6.28,-46.23,52.11
12:01:12:400,-23.58,5.51,-46.25,52.21
12:01:12:420,-23.95,5.76,-46.03,52.21
12:01:12:440,-23.39,6.56,-45.48,51.56
12:01:12:460,-24.06,5.56,-45.93,52.15
12:01:12:480,-23.36,5.56,-45.08,51.08
12:01:12:500,-23.75,5.78,-45.92,52.02
12:01:12:520,-23.67,5.70,-46.14,52.17
12:01:12:540,-23.42,6.27,-46.02,52.02
12:01:12:560,-24.06,5.55,-46.35,52.51
12:01:12:580,-23.83,5.95,-45.92,52.08
12:01:12:600,-23.55,5.81,-45.49,51.55
12:01:12:620,-23.81,5.97,-45.29,51.51
12:01:12:640,-23.75,5.60,-45.71,51.82
12:01:12:660,-23.64,5.80,-45.60,51.69
12:01:12:680,-24.02,5.84,-45.71,51.97
12:01:12:700,-22.95,6.32,-46.34,52.09
12:01:12:720,-23.19,5.48,-45.62,51.47
12:01:12:740,-23.59,6.53,-46.01,52.11
12:01:12:760,-23.03,6.22,-45.70,51.55
12:01:12:780,-23.08,5.76,-46.14,51.91
12:01:12:800,-23.14,6.30,-46.56,52.37
12:01:12:820,-23.86,5.58,-46.25,52.34
12:01:12:840,-23.12,6.31,-45.49,51.42
12:01:12:860,-23.72,6.06,-45.38,51.57
12:01:12:880,-23.17,6.86,-45.58,51.59
12:01:12:900,-24.02,5.77,-45.18,51.49
12:01:12:920,-23.06,6.12,-46.45,52.21
12:01:12:940,-22.84,6.25,-45.49,51.29
12:01:12:960,-24.00,5.20,-46.15,52.28
12:01:12:980,-23.33,6.37,-46.23,52.17
12:01:13:000,-23.30,6.47,-45.80,51.79
12:01:13:020,-23.73,5.88,-45.49,51.65
12:01:13:040,-23.52,6.26,-45.91,51.96
12:01:13:060,-23.36,5.73,-45.93,51.85
12:01:13:080,-23.69,6.51,-46.12,52.25
12:01:13:100,-23.56,5.62,-45.30,51.37
12:01:13:120,-23.73,5.80,-45.29,51.45
12:01:13:140,-23.66,5.97,-46.56,52.56
12:01:13:160,-23.77,6.61,-45.47,51.73
12:01:13:180,-23.20,6.39,-45.38,51.37
12:01:13:200,-23.28,5.48,-45.30,51.22
12:01:13:220,-23.44,6.00,-45.60,51.62
12:01:13:240,-23.06,6.12,-46.35,52.13
12:01:13:260,-23.44,6.17,-46.24,52.20
12:01:13:280,-23.69,6.34,-45.27,51.49
12:01:13:300,-23.27,6.00,-46.67,52.49
12:01:13:320,-24.03,5.76,-45.81,52.05
12:01:13:340,-23.13,6.22,-45.70,51.60
12:01:13:360,-23.16,6.11,-46.35,52.17
12:01:13:380,-23.74,5.70,-45.60,51.73
12:01:13:400,-23.30,6.56,-45.80,51.80
12:01:13:420,-23.25,6.01,-46.24,52.10
12:01:13:440,-23.35,6.00,-45.92,51.87
12:01:13:460,-23.81,6.05,-45.70,51.89
12:01:13:480,-23.66,5.61,-45.40,51.50
12:01:13:500,-23.55,5.89,-45.81,51.84
12:01:13:520,-23.48,6.45,-45.48,51.59
12:01:13:540,-23.31,6.38,-45.91,51.88
12:01:13:560,-23.78,5.42,-45.73,51.82
12:01:13:580,-23.17,5.93,-46.35,52.15
12:01:13:600,-23.52,5.83,-44.76,50.90
12:01:13:620,-23.46,5.81,-45.92,51.89
12:01:13:640,-23.31,6.38,-45.91,51.88
12:01:13:660,-23.59,6.36,-45.48,51.63
12:01:13:680,-23.39,5.37,-45.73,51.64
12:01:13:700,-23.27,5.65,-45.62,51.52
12:01:13:720,-23.34,6.01,-45.60,51.58
12:01:13:740,-23.74,5.70,-45.40,51.55
12:01:13:760,-23.50,6.44,-46.01,52.06
12:01:13:780,-23.36,6.84,-45.26,51.39
12:01:13:800,-23.73,5.80,-45.29,51.45
12:01:13:820,-23.62,5.99,-45.38,51.51
12:01:13:840,-23.36,5.73,-45.71,51.66
12:01:13:860,-23.24,6.11,-45.81,51.73
12:01:13:880,-23.75,5.78,-45.92,52.02
12:01:13:900,-23.44,6.00,-45.81,51.81
12:01:13:920,-23.56,5.80,-46.24,52.22
12:01:13:940,-23.61,6.43,-46.12,52.20
12:01:13:960,-23.84,5.78,-45.49,51.69
12:01:13:980,-24.22,5.83,-45.38,51.77
12:01:14:000,-23.55,5.98,-46.03,52.05
12:01:14:020,-23.64,5.89,-45.71,51.80
12:01:14:040,-23.68,6.27,-44.53,50.82
12:01:14:060,-23.31,6.37,-46.12,52.07
12:01:14:080,-23.84,5.69,-45.51,51.69
12:01:14:100,-23.28,5.82,-46.67,52.47
12:01:14:120,-23.38,5.47,-45.30,51.27
12:01:14:140,-23.81,6.23,-46.02,52.19
12:01:14:160,-23.88,5.49,-46.36,52.43
12:01:14:180,-23.88,5.49,-46.36,52.43
12:01:14:200,-23.64,5.80,-45.60,51.69
12:01:14:220,-23.64,6.15,-46.76,52.76
12:01:14:240,-23.52,5.92,-44.97,51.09
12:01:14:260,-23.24,6.11,-45.92,51.83
12:01:14:280,-23.28,5.73,-46.03,51.90
12:01:14:300,-23.85,5.69,-45.71,51.87
12:01:14:320,-22.70,5.78,-46.57,52.13
12:01:14:340,-23.72,6.25,-46.02,52.15
12:01:14:360,-23.95,5.67,-45.71,51.92
12:01:14:380,-23.62,5.82,-44.86,51.03
12:01:14:400,-23.46,5.64,-45.51,51.51
12:01:14:420,-23.07,5.86,-45.71,51.54
12:01:14:440,-23.27,5.82,-46.25,52.10
12:01:14:460,-23.48,5.27,-45.30,51.30
12:01:14:480,-23.56,5.45,-45.09,51.17
12:01:14:500,-24.12,5.58,-44.86,51.24
12:01:14:520,-23.40,5.45,-46.15,52.03
12:01:14:540,-23.57,5.71,-46.14,52.13
12:01:14:560,-23.81,6.14,-46.13,52.27
12:01:14:580,-23.77,5.42,-45.41,51.54
12:01:14:600,-23.81,6.05,-45.81,51.98
12:01:14:620,-23.78,6.43,-45.26,51.53
12:01:14:640,-23.56,5.54,-45.40,51.44
12:01:14:660,-23.29,5.38,-45.30,51.22
12:01:14:680,-23.24,6.03,-45.60,51.54
12:01:14:700,-23.38,5.64,-46.14,52.03
12:01:14:720,-23.75,5.69,-45.82,51.93
12:01:14:740,-23.16,6.11,-46.24,52.07
12:01:14:760,-23.41,6.28,-45.48,51.54
12:01:14:780,-23.17,5.58,-45.19,51.09
12:01:14:800,-24.23,5.73,-45.81,52.14
12:01:14:820,-23.74,5.87,-46.13,52.21
12:01:14:840,-23.12,6.58,-46.34,52.20
12:01:14:860,-23.85,5.86,-46.35,52.45
12:01:14:880,-23.33,6.20,-45.70,51.68
12:01:14:900,-24.16,5.55,-46.14,52.38
12:01:14:920,-23.27,5.83,-45.82,51.72
12:01:14:940,-23.70,6.25,-45.91,52.04
12:01:14:960,-23.13,5.95,-44.86,50.82
12:01:14:980,-22.77,5.98,-45.60,51.32
12:01:15:000,-23.77,5.59,-46.25,52.30
12:01:15:020,-23.86,6.51,-45.37,51.68
12:01:15:040,-23.33,6.19,-46.02,51.96
12:01:15:060,-23.51,6.36,-46.12,52.15
12:01:15:080,-23.40,6.64,-46.23,52.23
12:01:15:100,-23.88,5.49,-46.04,52.15
12:01:15:120,-23.86,5.59,-46.03,52.15
12:01:15:140,-23.09,6.50,-45.37,51.32
12:01:15:160,-23.51,6.53,-46.54,52.55
12:01:15:180,-23.34,5.93,-45.18,51.19
12:01:15:200,-23.39,5.55,-45.93,51.84
12:01:15:220,-23.57,6.72,-45.79,51.93
12:01:15:240,-23.78,5.67,-46.77,52.78
12:01:15:260,-23.72,6.15,-45.70,51.85
12:01:15:280,-23.27,5.73,-45.93,51.81
12:01:15:300,-24.17,5.37,-45.82,52.08
12:01:15:320,-23.95,5.67,-45.71,51.92
12:01:15:340,-23.69,6.43,-45.80,51.96
12:01:15:360,-23.52,6.17,-45.81,51.87
12:01:15:380,-23.63,6.25,-46.45,52.48
12:01:15:400,-23.44,6.00,-45.71,51.72
12:01:15:420,-23.78,5.50,-46.04,52.11
12:01:15:440,-23.17,5.84,-45.82,51.68
12:01:15:460,-23.64,5.89,-45.71,51.80
12:01:15:480,-23.92,5.86,-45.71,51.93
12:01:15:500,-23.53,5.99,-45.81,51.85
12:01:15:520,-23.57,5.36,-45.30,51.34
12:01:15:540,-23.20,6.48,-45.80,51.75
12:01:15:560,-23.69,6.51,-46.01,52.16
12:01:15:580,-23.90,6.14,-45.70,51.94
12:01:15:600,-23.78,5.42,-45.82,51.91
12:01:15:620,-22.63,6.44,-45.91,51.59
12:01:15:640,-23.74,5.70,-45.40,51.55
12:01:15:660,-23.83,5.87,-45.71,51.88
12:01:15:680,-23.84,5.78,-45.60,51.78
12:01:15:700,-23.90,6.05,-45.38,51.65
12:01:15:720,-23.38,5.72,-46.25,52.14
12:01:15:740,-23.51,6.27,-45.70,51.77
12:01:15:760,-23.55,5.64,-45.08,51.17
12:01:15:780,-23.35,6.00,-46.03,51.96
12:01:15:800,-23.85,5.69,-45.71,51.87
12:01:15:820,-23.24,6.03,-45.38,51.34
12:01:15:840,-23.22,6.39,-45.70,51.66
12:01:15:860,-23.47,5.62,-46.03,51.98
12:01:15:880,-23.50,6.37,-45.48,51.59
12:01:15:900,-23.80,5.04,-45.95,51.99
12:01:15:920,-23.96,5.39,-45.62,51.81
12:01:15:940,-23.22,6.31,-45.49,51.46
12:01:15:960,-24.00,6.12,-45.70,51.98
12:01:15:980,-23.33,6.11,-45.49,51.49
12:01:16:000,-24.22,5.92,-45.92,52.25
12:01:16:020,-23.34,6.01,-45.49,51.48
12:01:16:040,-23.16,5.86,-45.51,51.39
12:01:16:060,-23.55,5.81,-45.40,51.47
12:01:16:080,-22.75,6.25,-46.13,51.81
12:01:16:100,-23.84,5.69,-45.40,51.59
12:01:16:120,-24.05,5.58,-45.71,51.95
12:01:16:140,-23.64,5.98,-46.03,52.09
12:01:16:160,-23.66,5.61,-45.62,51.69
12:01:16:180,-23.53,6.16,-46.56,52.53
12:01:16:200,-23.81,6.22,-46.34,52.47
12:01:16:220,-22.59,7.00,-46.01,51.73
12:01:16:240,-23.57,5.61,-45.93,51.93
12:01:16:260,-23.22,6.55,-46.54,52.42
12:01:16:280,-23.55,6.16,-46.65,52.62
12:01:16:300,-24.03,5.67,-45.40,51.68
12:01:16:320,-23.38,5.64,-45.82,51.75
12:01:16:340,-23.61,6.34,-45.80,51.91
12:01:16:360,-23.96,5.49,-45.71,51.90
12:01:16:380,-22.98,5.77,-46.14,51.87
12:01:16:400,-24.13,5.49,-44.76,51.15
12:01:16:420,-23.81,5.04,-46.26,52.28
12:01:16:440,-23.28,5.73,-46.35,52.18
12:01:16:460,-23.63,5.81,-45.18,51.31
12:01:16:480,-23.25,6.01,-46.13,52.01
12:01:16:500,-23.36,5.73,-45.71,51.66
12:01:16:520,-24.05,5.66,-46.03,52.24
12:01:16:540,-23.22,6.65,-46.64,52.52
12:01:16:560,-23.34,5.93,-45.40,51.39
12:01:16:580,-23.74,5.70,-45.51,51.64
12:01:16:600,-23.59,5.51,-46.68,52.59
12:01:16:620,-24.03,5.75,-45.92,52.15
12:01:16:640,-23.08,6.86,-46.10,52.01
12:01:16:660,-23.81,5.97,-45.49,51.70
12:01:16:680,-23.73,5.80,-45.29,51.45
12:01:16:700,-23.74,5.70,-45.29,51.45
12:01:16:720,-23.74,5.70,-45.29,51.45
12:01:16:740,-23.66,5.70,-45.92,51.97
12:01:16:760,-23.73,5.80,-45.08,51.27
12:01:16:780,-23.72,6.25,-46.02,52.15
12:01:16:800,-23.62,6.08,-45.49,51.62
12:01:16:820,-23.53,5.90,-45.60,51.66
12:01:16:840,-23.63,5.98,-45.70,51.80
12:01:16:860,-23.85,5.67,-46.14,52.25
12:01:16:880,-23.36,5.65,-45.30,51.28
12:01:16:900,-23.64,5.88,-45.81,51.89
12:01:16:920,-23.63,6.06,-46.24,52.28
12:01:16:940,-23.46,5.72,-45.60,51.60
12:01:16:960,-23.47,5.81,-46.35,52.28
12:01:16:980,-23.05,6.21,-46.34,52.12
12:01:17:000,-23.74,5.95,-46.24,52.32
12:01:17:020,-23.27,5.83,-46.03,51.90
12:01:17:040,-22.56,6.27,-45.81,51.45
12:01:17:060,-23.47,5.45,-45.41,51.41
12:01:17:080,-23.74,5.78,-45.71,51.83
12:01:17:100,-23.77,5.51,-45.51,51.63
12:01:17:120,-23.81,6.23,-46.02,52.19
12:01:17:140,-23.41,6.37,-46.02,52.02
12:01:17:160,-23.56,5.71,-45.71,51.74
12:01:17:180,-23.39,5.37,-45.73,51.64
12:01:17:200,-23.85,5.59,-45.62,51.78
12:01:17:220,-23.75,5.60,-45.62,51.73
12:01:17:240,-23.47,5.54,-45.62,51.60
12:01:17:260,-23.84,5.69,-45.60,51.77
12:01:17:280,-23.77,5.42,-45.62,51.72
12:01:17:300,-23.45,5.73,-45.19,51.23
12:01:17:320,-23.63,5.89,-45.29,51.42
12:01:17:340,-23.62,6.25,-46.02,52.10
12:01:17:360,-24.18,5.10,-45.73,51.98
12:01:17:380,-23.16,6.11,-46.24,52.07
12:01:17:400,-23.46,5.72,-45.93,51.89
12:01:17:420,-24.05,5.49,-45.30,51.58
12:01:17:440,-23.31,6.38,-45.91,51.88
12:01:17:460,-23.45,5.65,-45.19,51.22
12:01:17:480,-23.48,5.44,-45.84,51.79
12:01:17:500,-23.25,6.01,-46.13,52.01
12:01:17:520,-23.50,5.36,-45.84,51.79
12:01:17:540,-23.24,6.11,-45.81,51.73
12:01:17:560,-23.73,6.05,-46.02,52.13
12:01:17:580,-23.33,6.28,-45.91,51.88
12:01:17:600,-23.80,5.05,-45.52,51.61
12:01:17:620,-23.06,5.77,-45.40,51.24
12:01:17:640,-23.24,6.20,-46.24,52.12
12:01:17:660,-24.05,5.66,-45.92,52.14
12:01:17:680,-23.47,5.89,-46.67,52.57
12:01:17:700,-23.68,5.42,-45.93,51.96
12:01:17:720,-23.88,5.40,-45.93,52.05
12:01:17:740,-23.83,5.87,-45.49,51.69
12:01:17:760,-23.27,5.73,-45.93,51.81
12:01:17:780,-23.36,5.73,-45.93,51.85
12:01:17:800,-24.24,5.72,-46.13,52.42
12:01:17:820,-23.94,5.67,-45.60,51.82
12:01:17:840,-23.45,5.82,-45.71,51.71
12:01:17:860,-23.25,6.01,-46.24,52.10
12:01:17:880,-23.42,6.36,-46.34,52.31
12:01:17:900,-23.96,5.49,-45.82,52.00
12:01:17:920,-23.47,5.45,-45.19,51.21
12:01:17:940,-23.23,6.47,-46.43,52.32
12:01:17:960,-23.84,5.60,-45.19,51.40
12:01:17:980,-23.44,5.92,-45.18,51.24
12:01:18:000,-23.53,5.90,-45.60,51.66
12:01:18:020,-23.70,6.16,-45.27,51.47
12:01:18:040,-23.72,6.33,-46.34,52.44
12:01:18:060,-23.57,5.70,-46.25,52.22
12:01:18:080,-23.57,5.54,-45.51,51.55
12:01:18:100,-23.44,6.00,-45.60,51.62
12:01:18:120,-23.62,6.08,-45.70,51.80
12:01:18:140,-23.70,6.33,-45.91,52.05
12:01:18:160,-23.30,6.48,-45.69,51.70
12:01:18:180,-23.74,5.80,-45.49,51.64
12:01:18:200,-22.72,6.45,-45.16,50.97
12:01:18:220,-23.73,5.80,-45.40,51.55
12:01:18:240,-23.70,6.25,-45.80,51.95
12:01:18:260,-23.16,5.67,-44.98,50.91
12:01:18:280,-23.52,6.09,-45.70,51.76
12:01:18:300,-23.28,5.73,-46.03,51.90
12:01:18:320,-23.16,5.84,-45.71,51.58
12:01:18:340,-24.05,5.58,-45.51,51.77
12:01:18:360,-23.50,6.45,-45.91,51.97
12:01:18:380,-23.24,6.10,-46.13,52.01
12:01:18:400,-23.48,5.45,-45.62,51.60
12:01:18:420,-23.38,6.56,-45.26,51.36
12:01:18:440,-23.73,5.89,-45.29,51.46
12:01:18:460,-23.05,6.04,-45.81,51.64
12:01:18:480,-23.05,6.31,-46.45,52.23
12:01:18:500,-23.85,5.67,-46.14,52.25
12:01:18:520,-23.62,6.16,-45.70,51.81
12:01:18:540,-24.12,6.01,-46.02,52.30
12:01:18:560,-23.06,7.05,-45.25,51.27
12:01:18:580,-22.81,6.70,-46.12,51.88
12:01:18:600,-23.57,6.47,-44.74,50.98
12:01:18:620,-23.53,5.99,-45.92,51.95
12:01:18:640,-23.08,5.59,-45.41,51.24
12:01:18:660,-23.44,5.92,-45.49,51.52
12:01:18:680,-23.57,5.53,-45.73,51.74
12:01:18:700,-23.51,6.36,-45.91,51.97
12:01:18:720,-23.47,5.54,-45.51,51.50
12:01:18:740,-23.35,6.00,-46.03,51.96
12:01:18:760,-23.73,5.88,-45.49,51.65
12:01:18:780,-22.68,7.16,-46.31,52.06
12:01:18:800,-23.42,6.19,-45.91,51.91
12:01:18:820,-23.90,5.88,-44.75,51.07
12:01:18:840,-23.13,6.39,-46.13,52.00
12:01:18:860,-23.88,5.32,-45.62,51.76
12:01:18:880,-22.96,6.04,-46.24,51.98
12:01:18:900,-23.44,6.09,-46.13,52.10
12:01:18:920,-24.53,5.51,-46.03,52.45
12:01:18:940,-23.77,5.51,-45.51,51.63
12:01:18:960,-23.45,5.90,-45.71,51.71
12:01:18:980,-23.53,5.99,-45.70,51.75
12:01:19:000,-22.95,6.05,-45.71,51.51
12:01:19:020,-23.31,6.55,-46.54,52.47
12:01:19:040,-23.34,6.01,-45.71,51.68
12:01:19:060,-24.09,6.03,-45.16,51.54
12:01:19:080,-23.30,6.38,-45.59,51.60
12:01:19:100,-23.91,5.78,-44.65,50.98
12:01:19:120,-23.41,6.37,-46.02,52.02
12:01:19:140,-23.69,6.43,-45.59,51.78
12:01:19:160,-23.84,5.78,-45.60,51.78
12:01:19:180,-23.08,6.77,-45.80,51.73
12:01:19:200,-23.84,5.69,-45.51,51.69
12:01:19:220,-23.64,5.98,-46.03,52.09
12:01:19:240,-23.48,6.45,-45.48,51.59
12:01:19:260,-23.29,5.38,-45.73,51.60
12:01:19:280,-23.45,5.82,-45.82,51.80
12:01:19:300,-23.64,5.62,-44.87,51.03
12:01:19:320,-23.35,6.00,-46.13,52.05
12:01:19:340,-23.02,6.49,-46.23,52.05
12:01:19:360,-23.47,5.62,-45.93,51.89
12:01:19:380,-23.92,5.77,-45.40,51.64
12:01:19:400,-23.95,5.66,-46.14,52.29
12:01:19:420,-24.13,5.75,-45.71,52.01
12:01:19:440,-23.59,6.27,-45.16,51.34
12:01:19:460,-23.97,6.32,-45.27,51.62
12:01:19:480,-23.58,6.44,-45.48,51.64
12:01:19:500,-23.44,5.92,-45.40,51.43
12:01:19:520,-23.03,6.14,-45.60,51.46
