# sensor:magnetometer
# Requested Sample Rate: 80 Hz
# Chart Presentation Rate: 30 Hz
# Recorded Data Filter: none (unfiltered sensor values; calibration and unit conversion may apply)
time,Bx,By,Bz,BT
12:09:24:685,-23.56,4.53,-45.54,51.47
12:09:24:705,-23.28,5.39,-44.98,50.93
12:09:24:715,-23.80,4.97,-45.20,51.33
12:09:24:725,-23.79,4.98,-44.77,50.95
12:09:24:735,-22.69,5.54,-45.20,50.88
12:09:24:755,-23.41,5.00,-45.31,51.25
12:09:24:765,-23.89,5.14,-45.52,51.66
12:09:24:775,-23.40,4.93,-44.68,50.67
12:09:24:785,-23.86,5.15,-44.77,51.00
12:09:24:805,-23.58,5.17,-44.98,51.05
12:09:24:815,-23.92,4.50,-44.90,51.07
12:09:24:825,-23.89,4.97,-44.77,50.99
12:09:24:835,-23.08,5.59,-45.30,51.15
12:09:24:855,-23.28,5.21,-44.57,50.55
12:09:24:865,-23.89,5.05,-45.20,51.37
12:09:24:875,-23.63,4.71,-45.32,51.33
12:09:24:885,-23.79,4.97,-44.99,51.14
12:09:24:905,-23.61,5.08,-45.42,51.44
12:09:24:915,-23.41,5.17,-45.84,51.73
12:09:24:925,-23.01,5.14,-45.10,50.89
12:09:24:935,-23.70,5.15,-45.95,51.96
12:09:24:955,-23.70,4.89,-44.99,51.09
12:09:24:965,-23.68,4.23,-45.76,51.70
12:09:24:975,-23.55,4.54,-45.12,51.09
12:09:24:985,-22.95,6.05,-45.60,51.41
12:09:25:005,-22.94,5.04,-45.85,51.51
12:09:25:015,-23.19,5.31,-45.31,51.18
12:09:25:025,-23.91,4.77,-45.21,51.37
12:09:25:035,-23.62,4.81,-45.10,51.14
12:09:25:055,-23.52,4.89,-45.53,51.48
12:09:25:065,-23.61,5.06,-45.84,51.81
12:09:25:075,-23.35,5.66,-44.87,50.90
12:09:25:085,-23.55,4.44,-45.01,50.99
12:09:25:105,-23.66,5.53,-45.30,51.40
12:09:25:115,-23.31,4.84,-44.79,50.72
12:09:25:125,-23.94,4.49,-45.43,51.55
12:09:25:135,-23.55,5.55,-44.87,50.98
12:09:25:155,-23.59,4.99,-44.88,50.95
12:09:25:165,-23.17,5.50,-44.77,50.71
12:09:25:175,-22.84,4.89,-45.01,50.71
12:09:25:185,-23.51,4.99,-45.42,51.39
12:09:25:205,-23.77,5.42,-45.41,51.54
12:09:25:215,-22.96,5.97,-45.49,51.31
12:09:25:225,-23.96,5.32,-45.19,51.42
12:09:25:235,-23.86,5.15,-44.66,50.90
12:09:25:255,-23.63,4.54,-44.58,50.66
12:09:25:265,-23.48,5.27,-45.09,51.11
12:09:25:275,-23.29,5.47,-45.62,51.51
12:09:25:285,-23.61,5.16,-45.73,51.72
12:09:25:305,-23.20,5.29,-45.84,51.65
12:09:25:315,-23.51,4.90,-45.21,51.20
12:09:25:325,-23.92,4.59,-45.43,51.55
12:09:25:335,-22.96,4.60,-45.01,50.73
12:09:25:355,-23.79,5.14,-45.73,51.80
12:09:25:365,-24.30,4.72,-45.42,51.73
12:09:25:375,-22.88,5.80,-45.51,51.26
12:09:25:385,-23.42,4.75,-44.69,50.68
12:09:25:405,-22.74,6.34,-45.70,51.44
12:09:25:415,-23.68,5.16,-44.98,51.10
12:09:25:425,-23.59,4.99,-44.88,50.95
12:09:25:435,-23.80,4.88,-44.88,51.04
12:09:25:455,-23.69,5.06,-45.20,51.28
12:09:25:465,-23.14,4.76,-45.10,50.92
12:09:25:475,-22.77,5.81,-45.08,50.83
12:09:25:485,-24.01,4.76,-45.21,51.41
12:09:25:505,-23.20,5.38,-45.73,51.56
12:09:25:515,-22.51,5.55,-45.52,51.08
12:09:25:525,-24.08,4.94,-44.77,51.08
12:09:25:535,-23.19,5.12,-44.77,50.68
12:09:25:555,-23.61,5.08,-45.42,51.44
12:09:25:565,-23.50,5.00,-44.79,50.82
12:09:25:575,-23.07,5.69,-45.30,51.15
12:09:25:585,-23.89,5.05,-45.20,51.37
12:09:25:605,-23.68,5.26,-45.20,51.30
12:09:25:615,-22.83,5.06,-45.31,50.99
12:09:25:625,-23.52,4.82,-44.99,51.00
12:09:25:635,-23.63,4.78,-45.85,51.80
12:09:25:655,-23.63,4.61,-45.21,51.22
12:09:25:665,-23.58,4.07,-45.34,51.26
12:09:25:675,-23.02,5.14,-45.31,51.08
12:09:25:685,-23.89,5.22,-45.73,51.85
12:09:25:705,-23.52,4.90,-45.42,51.38
12:09:25:715,-23.11,5.22,-45.31,51.13
12:09:25:725,-23.69,4.90,-44.47,50.62
12:09:25:735,-23.79,5.05,-45.41,51.51
12:09:25:755,-23.40,5.27,-45.63,51.55
12:09:25:765,-23.61,5.08,-45.42,51.44
12:09:25:775,-22.83,6.17,-44.97,50.81
12:09:25:785,-24.33,4.27,-44.90,51.24
12:09:25:805,-23.01,5.32,-45.73,51.46
12:09:25:815,-23.96,5.32,-45.09,51.34
12:09:25:825,-23.62,4.98,-45.63,51.62
12:09:25:835,-23.36,5.65,-45.40,51.37
12:09:25:855,-23.69,5.16,-45.41,51.48
12:09:25:865,-23.19,5.12,-44.77,50.68
12:09:25:875,-23.91,5.87,-45.18,51.45
12:09:25:885,-23.61,4.89,-45.21,51.24
12:09:25:905,-23.56,5.37,-44.77,50.88
12:09:25:915,-23.45,5.65,-44.97,51.03
12:09:25:925,-23.80,4.97,-45.42,51.52
12:09:25:935,-23.14,5.94,-45.49,51.39
12:09:25:955,-24.30,4.73,-45.21,51.55
12:09:25:965,-23.58,5.09,-44.57,50.68
12:09:25:975,-23.68,5.16,-45.09,51.19
12:09:25:985,-22.97,5.60,-45.09,50.91
12:09:26:005,-23.19,5.39,-45.30,51.18
12:09:26:015,-23.39,5.11,-44.77,50.77
12:09:26:025,-24.11,4.75,-45.42,51.64
12:09:26:035,-23.72,4.88,-45.42,51.47
12:09:26:055,-23.81,4.70,-45.01,51.13
12:09:26:065,-23.50,5.09,-45.09,51.10
12:09:26:075,-22.96,5.61,-44.44,50.34
12:09:26:085,-23.69,4.98,-44.88,51.00
12:09:26:105,-23.18,5.32,-44.66,50.60
12:09:26:115,-23.44,4.55,-44.80,50.76
12:09:26:125,-23.70,4.98,-45.20,51.28
12:09:26:135,-23.39,5.11,-44.46,50.49
12:09:26:155,-23.42,4.56,-44.26,50.29
12:09:26:165,-23.50,5.00,-44.99,51.01
12:09:26:175,-22.61,5.45,-45.52,51.11
12:09:26:185,-23.63,4.54,-44.80,50.85
12:09:26:205,-23.70,5.06,-45.52,51.57
12:09:26:215,-22.97,5.60,-44.98,50.82
12:09:26:225,-23.50,5.00,-44.79,50.82
12:09:26:235,-23.45,5.73,-45.29,51.32
12:09:26:255,-23.61,4.99,-45.31,51.33
12:09:26:265,-23.52,4.82,-44.99,51.00
12:09:26:275,-22.80,5.26,-44.88,50.62
12:09:26:285,-23.46,5.47,-45.09,51.12
12:09:26:305,-23.99,4.86,-44.88,51.12
12:09:26:315,-23.27,5.66,-45.51,51.42
12:09:26:325,-23.62,4.89,-45.31,51.33
12:09:26:335,-23.59,4.99,-44.99,51.05
12:09:26:355,-23.51,5.00,-45.10,51.11
12:09:26:365,-23.42,4.92,-45.31,51.24
12:09:26:375,-23.79,5.14,-45.63,51.71
12:09:26:385,-23.06,5.78,-45.08,50.96
12:09:26:405,-23.70,4.79,-44.99,51.08
12:09:26:415,-23.12,4.95,-44.90,50.74
12:09:26:425,-23.92,4.67,-45.64,51.74
12:09:26:435,-23.68,5.17,-44.77,50.91
12:09:26:455,-23.69,4.89,-44.79,50.90
12:09:26:465,-23.08,5.25,-44.25,50.18
12:09:26:475,-23.16,5.77,-45.19,51.10
12:09:26:485,-22.83,4.90,-44.26,50.04
12:09:26:505,-23.11,5.21,-45.52,51.31
12:09:26:515,-23.16,5.67,-44.98,50.91
12:09:26:525,-23.50,5.00,-44.99,51.01
12:09:26:535,-23.52,5.92,-44.75,50.90
12:09:26:555,-23.70,4.98,-45.31,51.38
12:09:26:565,-24.17,4.86,-44.36,50.75
12:09:26:575,-22.57,5.92,-45.40,51.04
12:09:26:585,-24.34,4.09,-45.02,51.34
12:09:26:605,-23.78,5.25,-45.20,51.34
12:09:26:615,-23.61,4.90,-44.88,50.95
12:09:26:625,-23.85,5.33,-44.66,50.91
12:09:26:635,-23.07,5.50,-44.77,50.67
12:09:26:655,-23.80,4.97,-45.20,51.33
12:09:26:665,-24.27,4.93,-44.35,50.79
12:09:26:675,-22.90,5.25,-44.88,50.66
12:09:26:685,-23.69,4.89,-44.79,50.90
12:09:26:705,-23.70,4.79,-44.79,50.90
12:09:26:715,-23.18,5.58,-45.51,51.37
12:09:26:725,-23.69,5.06,-45.41,51.47
12:09:26:735,-23.38,5.38,-44.98,50.98
12:09:26:755,-24.00,4.68,-44.36,50.65
12:09:26:765,-23.61,4.99,-45.20,51.24
12:09:26:775,-23.36,5.65,-45.51,51.46
12:09:26:785,-23.91,4.77,-45.42,51.55
12:09:26:805,-22.94,6.06,-45.18,51.03
12:09:26:815,-23.59,4.99,-44.88,50.95
12:09:26:825,-23.57,5.62,-45.82,51.84
12:09:26:835,-23.27,5.75,-45.62,51.53
12:09:26:855,-23.79,5.06,-45.09,51.23
12:09:26:865,-24.19,4.75,-44.88,51.21
12:09:26:875,-22.78,5.80,-45.51,51.22
12:09:26:885,-23.58,5.09,-44.88,50.96
12:09:26:905,-23.00,5.42,-45.20,51.00
12:09:26:915,-23.68,5.25,-45.30,51.38
12:09:26:925,-23.78,4.05,-45.34,51.35
12:09:26:935,-23.30,5.28,-45.84,51.69
12:09:26:955,-24.17,5.11,-44.98,51.32
12:09:26:965,-23.99,4.95,-44.88,51.13
12:09:26:975,-23.12,6.14,-44.86,50.84
12:09:26:985,-22.91,5.25,-45.09,50.85
12:09:27:005,-23.51,5.09,-45.42,51.40
12:09:27:015,-23.28,5.48,-45.19,51.13
12:09:27:025,-23.31,5.01,-45.20,51.11
12:09:27:035,-23.07,5.67,-45.51,51.33
12:09:27:055,-23.11,5.14,-44.77,50.65
12:09:27:065,-23.61,4.82,-44.58,50.67
12:09:27:075,-23.39,5.20,-44.88,50.88
12:09:27:085,-23.44,5.66,-44.22,50.37
12:09:27:105,-23.59,5.17,-45.31,51.35
12:09:27:115,-23.57,5.27,-44.98,51.06
12:09:27:125,-23.72,4.97,-45.74,51.76
12:09:27:135,-23.16,5.86,-45.29,51.20
12:09:27:155,-23.89,4.97,-44.77,50.99
12:09:27:165,-23.23,4.84,-45.32,51.16
12:09:27:175,-23.45,5.90,-45.71,51.71
12:09:27:185,-24.05,5.32,-44.76,51.09
12:09:27:205,-23.57,5.53,-45.62,51.64
12:09:27:215,-23.00,5.33,-45.09,50.90
12:09:27:225,-23.39,5.11,-44.68,50.69
12:09:27:235,-22.84,5.90,-44.54,50.40
12:09:27:255,-23.90,4.87,-44.88,51.08
12:09:27:265,-23.67,5.26,-44.88,51.01
12:09:27:275,-23.44,4.73,-45.21,51.15
12:09:27:285,-23.25,5.59,-44.55,50.57
12:09:27:305,-23.41,4.92,-44.99,50.96
12:09:27:315,-23.18,5.49,-45.41,51.28
12:09:27:325,-23.94,5.50,-44.76,51.06
12:09:27:335,-22.88,5.71,-45.19,50.97
12:09:27:355,-23.79,4.79,-44.36,50.56
12:09:27:365,-23.80,4.87,-45.31,51.41
12:09:27:375,-23.50,5.09,-45.09,51.10
12:09:27:385,-23.06,5.78,-44.97,50.87
12:09:27:405,-23.20,5.12,-44.88,50.79
12:09:27:415,-22.90,5.33,-45.09,50.85
12:09:27:425,-23.33,4.84,-44.90,50.83
12:09:27:435,-23.48,5.36,-45.62,51.59
12:09:27:455,-23.77,4.15,-45.34,51.35
12:09:27:465,-23.72,4.79,-45.21,51.28
12:09:27:475,-23.46,5.64,-45.51,51.51
12:09:27:485,-23.58,5.10,-44.46,50.58
12:09:27:505,-23.09,5.40,-45.52,51.33
12:09:27:515,-23.13,4.86,-44.90,50.74
12:09:27:525,-23.36,4.38,-44.91,50.81
12:09:27:535,-22.97,5.70,-45.30,51.11
12:09:27:555,-24.09,4.59,-44.36,50.69
12:09:27:565,-23.64,4.53,-45.12,51.14
12:09:27:575,-23.47,5.45,-45.30,51.31
12:09:27:585,-23.57,5.27,-44.98,51.06
12:09:27:605,-23.63,4.53,-45.01,51.03
12:09:27:615,-23.20,6.14,-44.54,50.60
12:09:27:625,-23.20,5.21,-45.41,51.26
12:09:27:635,-23.35,5.75,-45.08,51.09
12:09:27:655,-23.03,5.04,-45.63,51.36
12:09:27:665,-23.36,5.48,-44.76,50.79
12:09:27:675,-23.52,4.73,-44.79,50.81
12:09:27:685,-22.96,5.97,-45.60,51.40
12:09:27:705,-23.29,5.21,-45.09,51.02
12:09:27:715,-23.48,5.44,-46.04,51.97
12:09:27:725,-23.45,4.64,-45.43,51.34
12:09:27:735,-23.25,5.84,-45.40,51.34
12:09:27:755,-23.22,5.11,-45.42,51.27
12:09:27:765,-23.79,4.98,-44.68,50.86
12:09:27:775,-23.47,5.20,-44.46,50.54
12:09:27:785,-23.44,5.83,-45.08,51.14
12:09:27:805,-23.09,5.23,-44.77,50.65
12:09:27:815,-23.91,4.68,-45.10,51.26
12:09:27:825,-23.51,4.99,-45.31,51.29
12:09:27:835,-23.40,5.20,-45.20,51.16
12:09:27:855,-23.50,5.09,-44.99,51.01
12:09:27:865,-23.88,4.97,-44.68,50.90
12:09:27:875,-23.24,6.11,-45.92,51.83
12:09:27:885,-23.40,5.01,-44.79,50.78
12:09:27:905,-23.58,5.17,-45.09,51.15
12:09:27:915,-23.06,6.04,-46.03,51.84
12:09:27:925,-23.85,4.40,-45.32,51.40
12:09:27:935,-23.19,5.48,-45.84,51.66
12:09:27:955,-24.40,4.54,-44.90,51.30
12:09:27:965,-23.59,5.09,-44.99,51.06
12:09:27:975,-23.62,4.79,-45.31,51.32
12:09:27:985,-23.18,5.49,-45.41,51.28
12:09:28:005,-22.80,5.44,-45.20,50.92
12:09:28:015,-23.89,5.04,-45.41,51.56
12:09:28:025,-23.88,5.32,-45.73,51.86
12:09:28:035,-23.51,4.90,-45.21,51.20
12:09:28:055,-23.50,4.92,-44.57,50.62
12:09:28:065,-23.51,4.82,-44.79,50.81
12:09:28:075,-24.01,4.84,-45.74,51.88
12:09:28:085,-22.75,5.82,-44.76,50.55
12:09:28:105,-23.45,5.90,-45.71,51.71
12:09:28:115,-23.51,4.99,-45.42,51.39
12:09:28:125,-23.45,5.82,-45.71,51.71
12:09:28:135,-23.61,4.99,-45.20,51.24
12:09:28:155,-23.51,4.99,-45.42,51.39
12:09:28:165,-23.72,4.79,-45.21,51.28
12:09:28:175,-23.39,5.20,-45.09,51.06
12:09:28:185,-23.28,5.29,-44.88,50.84
12:09:28:205,-23.90,4.86,-45.31,51.46
12:09:28:215,-23.63,4.62,-45.12,51.14
12:09:28:225,-23.90,4.86,-45.31,51.46
12:09:28:235,-23.09,5.39,-45.62,51.41
12:09:28:255,-23.79,4.88,-44.79,50.95
12:09:28:265,-23.30,5.11,-44.88,50.83
12:09:28:275,-23.35,5.49,-44.24,50.32
12:09:28:285,-23.48,5.18,-45.09,51.10
12:09:28:305,-23.64,5.97,-46.24,52.27
12:09:28:315,-23.42,4.82,-45.21,51.15
12:09:28:325,-23.72,4.71,-44.90,50.99
12:09:28:335,-23.19,5.31,-45.09,50.98
12:09:28:355,-24.19,4.75,-44.79,51.12
12:09:28:365,-23.80,4.78,-44.90,51.04
12:09:28:375,-23.67,5.26,-44.88,51.01
12:09:28:385,-23.09,5.31,-45.31,51.13
12:09:28:405,-23.69,4.98,-44.88,51.00
12:09:28:415,-23.47,5.45,-45.41,51.41
12:09:28:425,-23.41,4.83,-44.58,50.58
12:09:28:435,-23.30,5.03,-44.99,50.92
12:09:28:455,-23.57,5.27,-44.98,51.06
12:09:28:465,-23.59,5.08,-45.31,51.34
12:09:28:475,-23.27,5.58,-45.19,51.13
12:09:28:485,-23.40,5.18,-45.31,51.26
12:09:28:505,-22.90,5.42,-45.41,51.14
12:09:28:515,-23.91,4.68,-44.79,50.99
12:09:28:525,-23.20,5.04,-44.68,50.59
12:09:28:535,-22.92,5.23,-45.74,51.43
12:09:28:555,-23.73,4.70,-45.42,51.46
12:09:28:565,-23.31,4.93,-44.90,50.83
12:09:28:575,-23.09,5.32,-45.09,50.94
12:09:28:585,-23.44,4.82,-45.53,51.43
12:09:28:605,-22.96,4.77,-45.75,51.41
12:09:28:615,-24.22,4.47,-45.01,51.30
12:09:28:625,-23.28,5.21,-44.57,50.55
12:09:28:635,-23.23,4.67,-44.69,50.58
12:09:28:655,-23.68,5.34,-45.41,51.49
12:09:28:665,-23.39,5.03,-44.36,50.40
12:09:28:675,-23.50,5.17,-45.52,51.49
12:09:28:685,-23.40,5.18,-45.31,51.26
12:09:28:705,-23.27,5.48,-44.98,50.94
12:09:28:715,-23.72,4.61,-44.90,50.98
12:09:28:725,-23.62,4.71,-45.01,51.04
12:09:28:735,-23.59,5.26,-45.63,51.64
12:09:28:755,-23.83,4.68,-45.53,51.60
12:09:28:765,-23.59,5.00,-44.68,50.77
12:09:28:775,-23.79,5.05,-45.31,51.43
12:09:28:785,-23.35,5.66,-44.97,50.99
12:09:28:805,-23.69,4.98,-45.10,51.19
12:09:28:815,-23.41,5.00,-45.31,51.25
12:09:28:825,-23.42,4.82,-45.10,51.05
12:09:28:835,-23.39,5.11,-44.36,50.41
12:09:28:855,-23.97,5.05,-44.66,50.94
12:09:28:865,-23.96,5.05,-44.46,50.75
12:09:28:875,-23.08,5.59,-45.51,51.33
12:09:28:885,-23.97,5.05,-44.77,51.04
12:09:28:905,-23.06,5.77,-45.19,51.06
12:09:28:915,-23.90,4.87,-44.99,51.18
12:09:28:925,-23.51,5.00,-45.10,51.11
12:09:28:935,-23.53,4.81,-45.53,51.48
12:09:28:955,-23.51,4.90,-44.99,51.00
12:09:28:965,-23.55,4.62,-45.53,51.47
12:09:28:975,-23.45,4.45,-45.12,51.04
12:09:28:985,-23.63,4.61,-45.21,51.22
12:09:29:005,-23.09,5.31,-45.31,51.13
12:09:29:015,-24.16,5.11,-44.88,51.23
12:09:29:025,-23.42,4.73,-44.79,50.76
12:09:29:035,-23.22,4.86,-44.79,50.68
12:09:29:055,-23.55,5.47,-44.55,50.69
12:09:29:065,-23.83,4.60,-45.01,51.13
12:09:29:075,-23.51,4.92,-44.88,50.91
12:09:29:085,-23.62,4.98,-45.63,51.62
12:09:29:105,-22.61,5.54,-45.52,51.12
12:09:29:115,-23.40,5.18,-45.31,51.26
12:09:29:125,-23.73,4.53,-44.90,50.98
12:09:29:135,-23.13,4.86,-45.21,51.02
12:09:29:155,-24.00,4.86,-44.99,51.22
12:09:29:165,-23.61,4.99,-45.10,51.15
12:09:29:175,-23.29,5.38,-45.73,51.60
12:09:29:185,-23.36,5.48,-44.76,50.79
12:09:29:205,-23.31,5.01,-45.10,51.02
12:09:29:215,-23.51,4.82,-44.79,50.81
12:09:29:225,-23.99,4.95,-44.77,51.03
12:09:29:235,-23.34,5.93,-45.40,51.39
12:09:29:255,-23.69,5.16,-45.31,51.39
12:09:29:265,-23.81,4.61,-44.69,50.85
12:09:29:275,-23.61,5.08,-45.42,51.44
12:09:29:285,-23.40,5.18,-45.41,51.35
12:09:29:305,-22.97,5.34,-44.25,50.14
12:09:29:315,-23.80,4.78,-44.99,51.13
12:09:29:325,-24.12,4.56,-45.32,51.54
12:09:29:335,-23.80,4.88,-45.10,51.23
12:09:29:355,-23.61,4.72,-44.47,50.57
12:09:29:365,-23.73,4.70,-45.42,51.46
12:09:29:375,-23.06,5.60,-44.76,50.66
12:09:29:385,-22.85,4.97,-45.96,51.56
12:09:29:405,-23.22,4.94,-45.10,50.97
12:09:29:415,-22.72,5.43,-45.84,51.44
12:09:29:425,-23.53,4.54,-44.90,50.89
12:09:29:435,-23.79,5.15,-45.52,51.62
12:09:29:455,-23.50,5.00,-44.99,51.01
12:09:29:465,-23.61,4.98,-45.42,51.43
12:09:29:475,-23.59,4.99,-44.88,50.95
12:09:29:485,-22.96,5.87,-45.51,51.31
12:09:29:505,-23.90,5.04,-45.84,51.94
12:09:29:515,-23.63,4.54,-44.80,50.85
12:09:29:525,-23.88,5.05,-44.88,51.09
12:09:29:535,-23.41,5.00,-45.20,51.15
12:09:29:555,-24.07,5.21,-45.41,51.66
12:09:29:565,-23.91,4.68,-44.79,50.99
12:09:29:575,-23.59,4.99,-44.99,51.05
12:09:29:585,-23.50,5.17,-45.52,51.49
12:09:29:605,-23.00,5.42,-45.41,51.19
12:09:29:615,-23.69,4.89,-44.68,50.81
12:09:29:625,-23.59,4.90,-44.79,50.86
12:09:29:635,-23.12,4.86,-44.79,50.63
12:09:29:655,-23.89,5.05,-45.31,51.47
12:09:29:665,-23.90,4.95,-45.31,51.47
12:09:29:675,-24.06,5.12,-44.77,51.09
12:09:29:685,-22.77,5.89,-45.60,51.31
12:09:29:705,-23.67,5.36,-44.87,51.01
12:09:29:715,-23.40,5.27,-45.84,51.73
12:09:29:725,-23.75,5.43,-44.87,51.06
12:09:29:735,-23.42,4.82,-45.32,51.25
12:09:29:755,-23.83,4.60,-45.10,51.22
12:09:29:765,-23.52,4.64,-44.69,50.71
12:09:29:775,-23.41,5.01,-45.10,51.06
12:09:29:785,-22.85,4.97,-45.74,51.37
12:09:29:805,-23.41,4.92,-45.10,51.05
12:09:29:815,-23.52,4.81,-45.42,51.38
12:09:29:825,-23.33,4.66,-44.69,50.63
12:09:29:835,-24.19,4.92,-45.31,51.60
12:09:29:855,-23.67,5.34,-44.98,51.11
12:09:29:865,-23.79,4.88,-44.79,50.95
12:09:29:875,-23.12,4.95,-44.90,50.74
12:09:29:885,-23.62,4.79,-45.31,51.32
12:09:29:905,-22.90,5.50,-45.84,51.53
12:09:29:915,-23.63,4.61,-45.21,51.22
12:09:29:925,-23.33,4.83,-44.99,50.91
12:09:29:935,-23.29,5.29,-45.20,51.12
12:09:29:955,-24.01,4.76,-45.21,51.41
12:09:29:965,-23.47,5.28,-44.77,50.83
12:09:29:975,-23.67,5.44,-45.30,51.40
12:09:29:985,-23.36,4.38,-45.02,50.91
12:09:30:005,-23.51,4.99,-45.31,51.29
12:09:30:015,-23.00,5.32,-45.31,51.09
12:09:30:025,-23.47,5.20,-44.46,50.54
12:09:30:035,-23.67,5.26,-44.66,50.82
12:09:30:055,-24.00,4.67,-44.79,51.02
12:09:30:065,-23.64,4.53,-45.21,51.22
12:09:30:075,-22.88,5.53,-44.87,50.67
12:09:30:085,-23.33,4.75,-44.79,50.72
12:09:30:105,-23.51,4.90,-44.99,51.00
12:09:30:115,-23.05,5.87,-44.97,50.87
12:09:30:125,-23.78,5.16,-44.98,51.14
12:09:30:135,-23.11,5.22,-45.09,50.94
12:09:30:155,-23.42,4.73,-45.10,51.04
12:09:30:165,-23.14,4.84,-45.42,51.21
12:09:30:175,-23.58,5.09,-44.77,50.86
12:09:30:185,-22.75,5.90,-44.87,50.66
12:09:30:205,-22.57,5.92,-45.51,51.14
12:09:30:215,-23.66,5.44,-44.76,50.92
12:09:30:225,-23.80,4.78,-44.99,51.13
12:09:30:235,-23.39,5.45,-45.73,51.65
12:09:30:255,-23.47,5.28,-44.98,51.01
12:09:30:265,-23.86,5.15,-44.66,50.90
12:09:30:275,-23.13,4.94,-45.53,51.31
12:09:30:285,-23.28,5.39,-44.98,50.93
12:09:30:305,-22.62,5.45,-45.63,51.22
12:09:30:315,-23.66,5.54,-44.98,51.12
12:09:30:325,-23.53,4.62,-45.21,51.18
12:09:30:335,-23.30,5.11,-44.99,50.93
12:09:30:355,-23.42,4.83,-44.99,50.96
12:09:30:365,-23.88,5.06,-44.57,50.81
12:09:30:375,-23.31,5.20,-45.63,51.50
12:09:30:385,-23.62,4.79,-45.31,51.32
12:09:30:405,-23.79,5.15,-45.41,51.52
12:09:30:415,-23.39,5.20,-44.88,50.88
12:09:30:425,-23.53,4.81,-45.64,51.57
12:09:30:435,-23.40,5.01,-44.88,50.86
12:09:30:455,-23.77,5.26,-44.66,50.87
12:09:30:465,-23.42,4.82,-45.32,51.25
12:09:30:475,-22.92,5.05,-45.31,51.03
12:09:30:485,-23.29,5.21,-44.99,50.93
12:09:30:505,-23.66,5.36,-44.77,50.92
12:09:30:515,-23.19,5.39,-45.41,51.27
12:09:30:525,-23.91,4.68,-44.99,51.17
12:09:30:535,-23.48,5.18,-44.88,50.92
12:09:30:555,-23.69,4.98,-45.10,51.19
12:09:30:565,-23.61,5.08,-45.52,51.53
12:09:30:575,-22.63,5.26,-45.84,51.39
12:09:30:585,-23.61,4.81,-44.79,50.85
12:09:30:605,-23.11,5.39,-45.73,51.52
12:09:30:615,-23.45,4.64,-45.43,51.34
12:09:30:625,-23.53,4.64,-44.90,50.90
12:09:30:635,-23.70,4.89,-44.88,50.99
12:09:30:655,-23.86,4.98,-44.14,50.42
12:09:30:665,-23.30,5.03,-44.79,50.74
12:09:30:675,-22.97,5.61,-44.87,50.72
12:09:30:685,-23.52,4.82,-45.10,51.10
12:09:30:705,-23.09,5.32,-44.98,50.84
12:09:30:715,-23.47,5.28,-44.66,50.73
12:09:30:725,-23.77,5.25,-44.87,51.05
12:09:30:735,-23.29,5.21,-44.88,50.83
12:09:30:755,-23.79,4.98,-44.88,51.04
12:09:30:765,-23.81,4.86,-45.85,51.89
12:09:30:775,-23.09,5.22,-44.99,50.84
12:09:30:785,-23.46,5.55,-45.40,51.40
12:09:30:805,-23.34,4.83,-45.42,51.29
12:09:30:815,-22.92,5.32,-45.95,51.62
12:09:30:825,-24.13,4.65,-45.85,52.02
12:09:30:835,-22.97,5.77,-45.71,51.49
12:09:30:855,-23.70,4.88,-45.21,51.28
12:09:30:865,-24.03,4.48,-45.53,51.68
12:09:30:875,-23.20,5.29,-45.52,51.37
12:09:30:885,-23.53,4.62,-45.12,51.09
12:09:30:905,-23.78,5.15,-45.09,51.24
12:09:30:915,-23.34,4.65,-45.12,51.01
12:09:30:925,-22.91,5.25,-45.31,51.04
12:09:30:935,-23.89,5.14,-45.52,51.66
12:09:30:955,-23.38,5.38,-44.87,50.88
12:09:30:965,-23.56,5.54,-45.30,51.36
12:09:30:975,-23.14,4.59,-44.90,50.72
12:09:30:985,-23.23,4.84,-45.32,51.16
12:09:31:005,-23.38,5.29,-44.88,50.88
12:09:31:015,-23.79,4.97,-45.10,51.23
12:09:31:025,-23.85,4.32,-45.12,51.21
12:09:31:035,-22.89,5.61,-45.41,51.16
12:09:31:055,-23.73,4.44,-44.48,50.61
12:09:31:065,-23.59,4.99,-44.99,51.05
12:09:31:075,-22.88,5.88,-45.82,51.55
12:09:31:085,-23.01,5.40,-45.73,51.47
12:09:31:105,-23.59,5.08,-45.09,51.14
12:09:31:115,-23.96,5.23,-44.87,51.14
12:09:31:125,-23.59,5.08,-45.20,51.24
12:09:31:135,-23.55,5.89,-45.81,51.84
12:09:31:155,-23.94,4.40,-45.01,51.17
12:09:31:165,-23.52,4.82,-44.99,51.00
12:09:31:175,-23.18,5.49,-45.19,51.08
12:09:31:185,-23.17,5.67,-45.19,51.10
12:09:31:205,-23.46,5.47,-44.98,51.03
12:09:31:215,-23.30,5.03,-44.79,50.74
12:09:31:225,-23.31,5.01,-45.10,51.02
12:09:31:235,-23.47,5.28,-44.88,50.93
12:09:31:255,-23.58,5.26,-45.30,51.34
12:09:31:265,-23.20,5.12,-44.88,50.79
12:09:31:275,-22.84,5.15,-45.74,51.38
12:09:31:285,-23.79,5.06,-44.99,51.15
12:09:31:305,-23.07,5.86,-45.71,51.54
12:09:31:315,-23.62,4.71,-45.10,51.13
12:09:31:325,-23.07,5.60,-44.98,50.86
12:09:31:335,-23.27,5.65,-45.62,51.52
12:09:31:355,-23.67,5.34,-44.98,51.11
