# sensor:magnetometer
# Requested Sample Rate: 75 Hz
# Chart Presentation Rate: 30 Hz
# Recorded Data Filter: none (unfiltered sensor values; calibration and unit conversion may apply)
time,Bx,By,Bz,BT
12:03:39:371,-23.63,5.64,-44.76,50.93
12:03:39:390,-23.31,5.94,-44.54,50.62
12:03:39:401,-23.91,5.87,-45.18,51.45
12:03:39:411,-23.66,5.80,-46.03,52.08
12:03:39:430,-23.18,5.58,-45.62,51.47
12:03:39:440,-23.46,5.55,-45.08,51.12
12:03:39:450,-23.45,5.65,-44.76,50.85
12:03:39:471,-23.67,5.43,-45.51,51.58
12:03:39:481,-24.16,5.29,-45.30,51.61
12:03:39:500,-23.45,5.82,-45.40,51.42
12:03:39:510,-23.85,5.67,-46.14,52.25
12:03:39:520,-22.95,5.97,-45.40,51.22
12:03:39:530,-23.94,5.50,-44.76,51.06
12:03:39:550,-23.83,5.70,-44.97,51.21
12:03:39:561,-23.05,5.70,-44.55,50.48
12:03:39:571,-23.91,5.78,-44.97,51.26
12:03:39:590,-23.40,6.38,-45.38,51.46
12:03:39:601,-23.89,6.32,-45.48,51.76
12:03:39:611,-23.55,5.81,-45.49,51.55
12:03:39:630,-23.22,6.12,-45.18,51.16
12:03:39:641,-23.29,5.29,-45.41,51.31
12:03:39:651,-23.39,5.28,-45.30,51.25
12:03:39:670,-22.94,6.06,-45.29,51.12
12:03:39:681,-23.38,5.47,-45.30,51.27
12:03:39:700,-23.78,5.25,-45.09,51.25
12:03:39:710,-23.64,5.37,-44.24,50.45
12:03:39:721,-23.74,5.61,-44.97,51.16
12:03:39:731,-23.55,5.64,-45.19,51.27
12:03:39:750,-23.48,5.27,-45.20,51.21
12:03:39:761,-23.85,5.42,-45.19,51.38
12:03:39:770,-23.51,6.10,-45.07,51.19
12:03:39:790,-23.27,5.65,-45.62,51.52
12:03:39:801,-23.47,5.54,-45.82,51.78
12:03:39:820,-23.59,6.27,-45.27,51.44
12:03:39:831,-23.77,5.42,-45.41,51.54
12:03:39:840,-23.64,5.54,-44.55,50.74
12:03:39:860,-23.52,5.92,-45.07,51.18
12:03:39:870,-23.52,5.92,-44.86,51.00
12:03:39:881,-23.94,5.50,-44.76,51.06
12:03:39:891,-23.34,5.75,-44.87,50.90
12:03:39:910,-23.97,5.05,-44.77,51.04
12:03:39:921,-23.55,5.47,-44.55,50.69
12:03:39:930,-23.38,5.47,-45.51,51.45
12:03:39:950,-23.50,5.18,-45.20,51.21
12:03:39:960,-23.57,5.45,-45.19,51.26
12:03:39:971,-23.62,5.82,-44.54,50.75
12:03:39:990,-23.55,5.81,-45.40,51.47
12:03:40:001,-23.25,5.67,-44.76,50.76
12:03:40:010,-23.92,5.87,-45.38,51.64
12:03:40:030,-23.96,5.15,-44.57,50.86
12:03:40:041,-23.69,5.23,-45.84,51.86
12:03:40:061,-23.53,5.82,-45.08,51.18
12:03:40:071,-23.88,5.22,-45.52,51.66
12:03:40:080,-24.18,5.01,-45.52,51.79
12:03:40:090,-23.05,5.87,-45.08,50.97
12:03:40:110,-23.23,5.77,-44.33,50.38
12:03:40:120,-23.88,5.23,-45.30,51.47
12:03:40:131,-23.36,5.56,-45.08,51.08
12:03:40:150,-23.85,5.59,-45.71,51.86
12:03:40:160,-23.53,5.90,-45.29,51.38
12:03:40:170,-23.13,6.22,-45.70,51.60
12:03:40:191,-23.90,6.05,-45.07,51.37
12:03:40:200,-23.89,6.40,-45.80,52.05
12:03:40:211,-23.17,5.58,-45.19,51.09
12:03:40:230,-23.27,5.75,-45.51,51.43
12:03:40:241,-23.56,5.54,-45.30,51.36
12:03:40:250,-23.55,5.64,-44.87,50.99
12:03:40:270,-23.34,5.84,-44.97,51.00
12:03:40:280,-23.35,5.66,-44.76,50.80
12:03:40:290,-23.72,5.98,-45.18,51.37
12:03:40:311,-23.63,5.81,-45.08,51.23
12:03:40:321,-23.34,5.84,-44.97,51.00
12:03:40:330,-23.08,5.58,-45.73,51.52
12:03:40:350,-23.17,5.59,-44.98,50.90
12:03:40:361,-23.95,5.59,-45.40,51.63
12:03:40:371,-23.61,6.09,-45.07,51.24
12:03:40:390,-23.35,5.56,-44.87,50.89
12:03:40:400,-23.36,5.39,-44.66,50.69
12:03:40:410,-23.16,5.94,-45.71,51.59
12:03:40:431,-23.56,5.45,-44.87,50.97
12:03:40:441,-23.77,5.33,-45.19,51.33
12:03:40:451,-23.28,5.48,-45.19,51.13
12:03:40:470,-23.63,5.64,-44.44,50.65
12:03:40:480,-23.85,5.33,-44.77,51.01
12:03:40:491,-23.94,5.43,-44.33,50.68
12:03:40:510,-23.63,5.81,-45.08,51.23
12:03:40:521,-23.33,6.03,-45.07,51.10
12:03:40:531,-23.33,6.10,-45.70,51.67
12:03:40:550,-23.28,5.39,-45.09,51.03
12:03:40:561,-23.47,5.62,-46.14,52.07
12:03:40:570,-23.45,5.99,-46.35,52.29
12:03:40:590,-23.64,5.71,-45.40,51.50
12:03:40:601,-23.25,5.76,-44.97,50.95
12:03:40:610,-23.96,5.40,-45.41,51.63
12:03:40:630,-23.70,6.16,-45.38,51.57
12:03:40:641,-23.39,5.28,-45.20,51.17
12:03:40:650,-23.73,4.70,-45.32,51.37
12:03:40:670,-23.34,5.92,-45.60,51.57
12:03:40:681,-23.46,5.55,-45.30,51.31
12:03:40:690,-23.36,5.65,-45.51,51.46
12:03:40:710,-23.61,6.09,-45.18,51.33
12:03:40:720,-23.51,6.10,-44.86,51.01
12:03:40:730,-23.55,5.81,-45.40,51.47
12:03:40:750,-23.63,5.81,-45.18,51.31
12:03:40:761,-23.33,5.93,-44.97,51.00
12:03:40:770,-22.96,5.78,-45.19,51.02
12:03:40:791,-23.90,5.80,-44.22,50.60
12:03:40:801,-23.45,5.82,-45.40,51.42
12:03:40:810,-23.45,5.73,-45.40,51.42
12:03:40:830,-23.66,5.61,-45.40,51.50
12:03:40:841,-23.85,5.50,-45.51,51.67
12:03:40:850,-23.45,5.65,-44.97,51.03
12:03:40:870,-23.02,6.23,-45.38,51.27
12:03:40:881,-23.66,5.61,-45.71,51.78
12:03:40:891,-23.63,5.81,-45.08,51.23
12:03:40:910,-23.67,5.34,-45.19,51.29
12:03:40:920,-23.35,5.66,-44.76,50.80
12:03:40:931,-23.31,6.21,-45.27,51.30
12:03:40:950,-23.83,5.78,-45.18,51.40
12:03:40:960,-23.79,5.15,-45.52,51.62
12:03:40:971,-23.17,5.76,-45.71,51.57
12:03:40:990,-23.27,5.83,-45.82,51.72
12:03:41:000,-23.46,5.47,-45.09,51.12
12:03:41:020,-23.18,5.49,-45.19,51.08
12:03:41:031,-23.30,6.48,-45.48,51.51
12:03:41:041,-23.96,5.22,-45.09,51.33
12:03:41:050,-23.36,5.48,-44.66,50.70
12:03:41:070,-23.62,6.08,-45.49,51.62
12:03:41:081,-23.14,5.95,-45.18,51.11
12:03:41:100,-23.17,5.50,-44.77,50.71
12:03:41:111,-23.75,5.34,-44.87,51.05
12:03:41:120,-23.70,6.08,-45.27,51.46
12:03:41:131,-23.85,5.50,-45.30,51.49
12:03:41:151,-23.38,5.47,-45.51,51.45
12:03:41:160,-23.84,5.51,-44.87,51.11
12:03:41:170,-23.31,6.38,-45.80,51.79
12:03:41:190,-23.74,5.70,-45.51,51.64
12:03:41:201,-23.86,5.23,-45.09,51.28
12:03:41:220,-23.13,6.14,-45.29,51.22
12:03:41:230,-23.64,5.62,-45.19,51.31
12:03:41:240,-24.02,5.76,-45.29,51.59
12:03:41:260,-23.45,5.65,-44.97,51.03
12:03:41:270,-23.13,6.12,-45.38,51.31
12:03:41:280,-23.13,5.95,-44.75,50.72
12:03:41:290,-23.11,6.40,-45.38,51.33
12:03:41:310,-23.56,5.62,-45.30,51.37
12:03:41:321,-23.53,5.90,-45.49,51.56
12:03:41:331,-23.66,5.44,-44.76,50.92
12:03:41:350,-23.66,5.44,-45.09,51.21
12:03:41:360,-23.89,5.22,-45.84,51.95
12:03:41:370,-23.67,5.61,-45.82,51.88
12:03:41:391,-23.62,5.82,-44.43,50.66
12:03:41:401,-23.40,5.10,-44.99,50.97
12:03:41:410,-23.63,5.72,-45.08,51.22
12:03:41:430,-23.66,5.53,-45.30,51.40
12:03:41:440,-23.74,5.53,-44.65,50.87
12:03:41:450,-23.63,5.72,-44.97,51.12
12:03:41:470,-23.58,5.17,-44.98,51.05
12:03:41:481,-23.78,5.33,-45.52,51.63
12:03:41:491,-23.34,5.93,-45.29,51.29
12:03:41:511,-24.17,5.11,-45.30,51.60
12:03:41:521,-23.38,5.38,-44.77,50.79
12:03:41:530,-22.95,6.05,-45.71,51.51
12:03:41:550,-23.84,5.60,-45.08,51.30
12:03:41:561,-23.84,5.60,-45.29,51.48
12:03:41:570,-23.55,5.64,-44.97,51.07
12:03:41:590,-22.88,5.87,-46.14,51.83
12:03:41:601,-23.46,5.55,-45.08,51.12
12:03:41:611,-23.78,5.23,-45.41,51.52
12:03:41:630,-23.14,5.86,-45.08,51.01
12:03:41:641,-23.50,5.09,-45.31,51.29
12:03:41:650,-23.85,5.50,-45.30,51.49
12:03:41:670,-23.67,5.44,-45.19,51.30
12:03:41:681,-23.55,5.72,-45.51,51.56
12:03:41:690,-23.38,5.55,-45.62,51.56
12:03:41:710,-23.84,5.61,-44.97,51.21
12:03:41:720,-23.83,5.80,-44.97,51.22
12:03:41:730,-23.61,6.09,-44.86,51.06
12:03:41:751,-23.35,5.66,-44.76,50.80
12:03:41:760,-23.38,5.47,-45.51,51.45
12:03:41:770,-23.07,5.69,-45.19,51.05
12:03:41:790,-23.73,5.89,-45.29,51.46
12:03:41:800,-23.57,5.27,-44.88,50.97
12:03:41:810,-23.75,5.51,-45.40,51.53
12:03:41:830,-23.07,5.69,-45.30,51.15
12:03:41:841,-23.56,5.45,-44.87,50.97
12:03:41:850,-23.63,5.81,-45.29,51.41
12:03:41:871,-23.53,5.82,-45.29,51.37
12:03:41:880,-23.46,5.55,-45.08,51.12
12:03:41:900,-23.56,5.72,-45.60,51.65
12:03:41:910,-23.38,5.64,-45.82,51.75
12:03:41:921,-23.81,5.97,-45.29,51.51
12:03:41:931,-23.63,5.81,-45.29,51.41
12:03:41:950,-23.55,5.55,-44.76,50.88
12:03:41:960,-24.13,5.48,-44.97,51.33
12:03:41:971,-23.55,5.81,-45.40,51.47
12:03:41:990,-23.44,6.00,-45.49,51.53
12:03:42:000,-23.45,5.65,-45.08,51.13
12:03:42:010,-24.03,5.40,-44.66,51.01
12:03:42:030,-23.30,6.30,-45.27,51.31
12:03:42:041,-23.42,5.93,-44.97,51.05
12:03:42:050,-24.33,5.55,-45.08,51.52
12:03:42:070,-23.55,5.64,-45.19,51.27
12:03:42:080,-23.41,6.03,-44.75,50.86
12:03:42:091,-22.92,6.33,-45.38,51.24
12:03:42:110,-23.67,5.26,-44.98,51.10
12:03:42:121,-24.06,5.56,-45.93,52.15
12:03:42:130,-23.38,5.55,-45.41,51.37
12:03:42:150,-23.84,5.70,-45.18,51.40
12:03:42:160,-23.56,5.37,-44.77,50.88
12:03:42:180,-22.94,6.06,-45.29,51.12
12:03:42:190,-23.66,5.62,-45.29,51.40
12:03:42:200,-23.33,6.11,-45.27,51.30
12:03:42:220,-23.62,6.25,-46.23,52.28
12:03:42:230,-23.72,5.98,-45.18,51.37
12:03:42:240,-23.45,5.55,-44.87,50.93
12:03:42:260,-23.63,5.89,-45.40,51.52
12:03:42:270,-23.38,5.72,-46.14,52.04
12:03:42:280,-23.70,5.06,-45.63,51.67
12:03:42:300,-23.19,5.39,-45.41,51.27
12:03:42:310,-23.64,5.71,-45.40,51.50
12:03:42:320,-23.67,5.44,-45.30,51.40
12:03:42:340,-23.61,6.26,-45.48,51.62
12:03:42:350,-23.63,5.72,-44.86,51.02
12:03:42:360,-23.34,5.75,-44.97,50.99
12:03:42:370,-23.05,5.95,-45.29,51.16
12:03:42:390,-23.35,5.83,-45.60,51.57
12:03:42:400,-23.22,6.14,-44.86,50.88
12:03:42:410,-22.78,5.62,-45.09,50.83
12:03:42:431,-22.95,5.88,-44.97,50.83
12:03:42:440,-22.72,6.54,-45.48,51.26
12:03:42:460,-23.44,6.00,-45.49,51.53
12:03:42:470,-23.16,5.77,-44.97,50.91
12:03:42:480,-23.38,5.47,-45.41,51.36
12:03:42:490,-23.18,5.49,-45.30,51.18
12:03:42:510,-24.03,5.49,-44.97,51.28
12:03:42:520,-23.73,5.71,-44.97,51.17
12:03:42:530,-23.14,6.03,-45.71,51.59
12:03:42:550,-22.89,5.34,-44.66,50.47
12:03:42:560,-23.46,5.38,-44.35,50.46
12:03:42:570,-23.69,5.23,-46.04,52.04
12:03:42:590,-23.17,5.67,-45.40,51.28
12:03:42:600,-24.02,5.84,-45.71,51.97
12:03:42:611,-23.78,5.16,-44.98,51.14
12:03:42:630,-23.20,6.39,-45.38,51.37
12:03:42:640,-23.52,4.90,-45.31,51.29
12:03:42:660,-23.67,5.43,-45.51,51.58
12:03:42:671,-23.35,5.75,-45.19,51.19
12:03:42:681,-23.17,5.66,-45.62,51.47
12:03:42:690,-23.45,5.65,-45.08,51.13
12:03:42:710,-23.39,5.28,-45.20,51.17
12:03:42:721,-23.67,5.36,-44.87,51.01
12:03:42:730,-23.64,5.62,-45.19,51.31
12:03:42:751,-23.75,5.44,-44.76,50.97
12:03:42:760,-23.25,5.67,-44.98,50.95
12:03:42:771,-23.29,5.38,-45.41,51.32
12:03:42:791,-23.03,6.32,-45.91,51.75
12:03:42:800,-23.96,5.40,-45.41,51.63
12:03:42:810,-23.58,5.17,-45.09,51.15
12:03:42:830,-23.29,5.47,-45.93,51.79
12:03:42:840,-23.45,5.73,-45.29,51.32
12:03:42:850,-23.46,5.47,-44.76,50.83
12:03:42:870,-23.79,5.05,-45.31,51.43
12:03:42:880,-23.85,5.60,-45.40,51.59
12:03:42:890,-23.03,6.32,-45.81,51.66
12:03:42:910,-23.45,5.65,-45.19,51.22
12:03:42:920,-23.94,5.59,-45.19,51.44
12:03:42:931,-22.96,5.78,-45.19,51.02
12:03:42:950,-23.31,6.03,-44.86,50.91
12:03:42:961,-23.66,5.70,-45.82,51.88
12:03:42:970,-23.68,5.43,-45.73,51.78
12:03:42:991,-23.55,5.72,-45.29,51.36
12:03:43:000,-23.39,5.28,-45.41,51.35
12:03:43:010,-23.85,5.26,-44.24,50.53
12:03:43:030,-23.70,6.16,-45.16,51.38
12:03:43:040,-23.55,5.72,-45.08,51.18
12:03:43:051,-23.74,5.61,-45.19,51.35
12:03:43:070,-23.79,5.40,-46.36,52.39
12:03:43:080,-23.96,5.40,-45.41,51.63
12:03:43:090,-23.78,5.25,-45.30,51.43
12:03:43:110,-23.78,5.16,-44.98,51.14
12:03:43:121,-23.79,4.97,-44.99,51.14
12:03:43:131,-23.53,5.90,-45.18,51.28
12:03:43:150,-23.94,5.50,-44.87,51.15
12:03:43:160,-23.28,5.39,-44.87,50.84
12:03:43:170,-23.45,5.82,-45.60,51.61
12:03:43:191,-23.36,5.73,-45.71,51.66
12:03:43:200,-23.88,4.97,-44.57,50.80
12:03:43:210,-24.00,5.95,-44.96,51.31
12:03:43:230,-23.45,5.90,-45.71,51.71
12:03:43:240,-23.74,5.61,-45.08,51.26
12:03:43:260,-23.23,6.12,-45.29,51.26
12:03:43:271,-23.95,5.40,-45.08,51.33
12:03:43:281,-23.59,5.34,-45.93,51.91
12:03:43:291,-23.34,6.01,-45.49,51.48
12:03:43:310,-23.77,5.42,-45.51,51.62
12:03:43:321,-24.05,5.31,-44.87,51.18
12:03:43:330,-22.95,5.97,-45.18,51.02
12:03:43:350,-23.57,5.36,-45.19,51.25
12:03:43:360,-23.48,5.37,-45.30,51.31
12:03:43:370,-23.02,5.98,-44.43,50.40
12:03:43:391,-23.25,5.84,-45.60,51.52
12:03:43:400,-23.75,5.70,-45.71,51.83
12:03:43:410,-23.24,5.94,-45.18,51.15
12:03:43:430,-23.47,5.54,-45.73,51.70
12:03:43:440,-23.67,5.44,-45.30,51.40
12:03:43:450,-23.46,5.64,-45.30,51.32
12:03:43:470,-23.75,5.51,-45.19,51.35
12:03:43:480,-23.64,5.71,-45.29,51.41
12:03:43:500,-23.62,5.82,-44.76,50.94
12:03:43:511,-23.84,5.78,-45.49,51.69
12:03:43:520,-23.06,5.95,-45.60,51.45
12:03:43:530,-22.88,5.88,-45.71,51.45
12:03:43:550,-23.92,5.77,-45.18,51.45
12:03:43:561,-23.88,5.23,-45.41,51.57
12:03:43:570,-23.41,6.01,-44.86,50.96
12:03:43:591,-23.46,5.47,-44.98,51.03
12:03:43:601,-23.55,5.89,-45.71,51.76
12:03:43:620,-23.48,5.36,-45.73,51.68
12:03:43:631,-23.42,6.10,-45.49,51.53
12:03:43:640,-23.84,5.53,-44.55,50.83
12:03:43:650,-23.16,5.67,-45.08,50.99
12:03:43:670,-23.56,5.80,-46.03,52.03
12:03:43:680,-23.63,5.89,-45.49,51.60
12:03:43:690,-23.39,5.37,-45.52,51.46
12:03:43:710,-23.75,5.43,-44.98,51.16
12:03:43:720,-23.64,5.71,-45.19,51.32
12:03:43:730,-23.92,5.86,-45.49,51.73
12:03:43:750,-23.73,5.80,-45.40,51.55
12:03:43:760,-23.63,5.81,-45.40,51.51
12:03:43:770,-23.34,5.84,-44.97,51.00
12:03:43:790,-23.33,6.20,-45.59,51.59
12:03:43:800,-23.74,5.61,-45.19,51.35
12:03:43:820,-22.96,5.70,-44.98,50.82
12:03:43:830,-23.96,5.23,-44.87,51.14
12:03:43:840,-23.09,5.32,-44.88,50.76
12:03:43:850,-23.44,5.92,-45.49,51.52
12:03:43:870,-23.42,6.10,-45.27,51.34
12:03:43:880,-23.53,5.90,-45.29,51.38
12:03:43:890,-23.13,6.14,-45.18,51.12
12:03:43:910,-23.77,5.34,-44.98,51.15
12:03:43:920,-23.67,5.34,-45.19,51.29
12:03:43:930,-23.45,5.73,-45.51,51.51
12:03:43:950,-24.25,5.45,-45.71,52.04
12:03:43:960,-23.22,6.31,-45.49,51.46
12:03:43:970,-22.75,6.08,-45.71,51.42
12:03:43:990,-22.56,6.19,-45.60,51.25
12:03:44:000,-24.05,5.49,-45.30,51.58
12:03:44:020,-22.92,6.25,-45.07,50.95
12:03:44:030,-23.56,5.54,-45.08,51.16
12:03:44:040,-23.34,6.01,-45.60,51.58
12:03:44:051,-23.55,5.89,-45.81,51.84
12:03:44:070,-23.44,5.92,-45.40,51.43
12:03:44:081,-23.33,5.67,-44.13,50.23
12:03:44:090,-23.83,5.97,-45.70,51.88
12:03:44:110,-23.33,6.03,-44.97,51.02
12:03:44:120,-24.17,5.03,-44.88,51.22
12:03:44:130,-23.53,5.82,-45.18,51.27
12:03:44:150,-23.36,5.48,-44.98,50.98
12:03:44:161,-23.34,5.84,-45.08,51.10
12:03:44:170,-23.27,5.75,-45.51,51.43
12:03:44:190,-23.24,5.94,-45.40,51.34
12:03:44:201,-23.55,5.81,-45.82,51.84
12:03:44:210,-23.13,6.12,-45.38,51.31
12:03:44:231,-24.02,5.77,-45.18,51.49
12:03:44:241,-23.25,5.76,-45.19,51.15
12:03:44:250,-23.57,5.54,-45.51,51.55
12:03:44:270,-23.62,5.90,-45.18,51.32
12:03:44:280,-23.73,5.62,-44.76,50.97
12:03:44:290,-23.62,5.90,-45.07,51.22
12:03:44:310,-23.83,5.70,-45.08,51.31
12:03:44:321,-23.79,5.15,-45.31,51.43
12:03:44:330,-23.25,5.84,-45.29,51.24
12:03:44:351,-23.39,5.28,-45.30,51.25
12:03:44:360,-23.85,5.42,-45.08,51.29
12:03:44:370,-23.27,5.49,-44.87,50.84
12:03:44:391,-23.31,6.03,-44.86,50.91
12:03:44:400,-23.34,6.01,-45.49,51.48
12:03:44:410,-23.39,5.37,-45.41,51.36
12:03:44:430,-23.74,5.78,-45.82,51.93
12:03:44:440,-23.62,5.99,-45.29,51.43
12:03:44:450,-23.94,5.33,-44.35,50.68
12:03:44:470,-23.05,5.95,-45.49,51.34
12:03:44:480,-23.35,5.75,-45.19,51.19
12:03:44:500,-23.64,5.62,-45.19,51.31
12:03:44:510,-23.53,5.99,-45.70,51.75
12:03:44:520,-23.44,5.82,-45.29,51.32
12:03:44:541,-23.39,5.28,-45.09,51.07
12:03:44:550,-23.56,5.54,-45.19,51.26
12:03:44:561,-23.62,5.99,-45.07,51.23
12:03:44:570,-23.23,6.21,-45.59,51.54
12:03:44:590,-23.38,5.47,-45.30,51.27
12:03:44:600,-23.73,5.80,-45.08,51.27
12:03:44:610,-23.78,5.42,-45.82,51.91
12:03:44:630,-23.95,5.50,-45.30,51.53
12:03:44:640,-23.84,5.70,-45.18,51.40
12:03:44:650,-23.74,5.61,-44.97,51.16
12:03:44:670,-22.94,6.06,-45.29,51.12
12:03:44:680,-23.83,5.70,-44.86,51.11
12:03:44:690,-23.25,5.93,-45.71,51.63
12:03:44:710,-23.57,5.62,-45.82,51.84
12:03:44:720,-23.66,5.62,-45.29,51.40
12:03:44:740,-23.19,6.40,-44.96,50.99
12:03:44:750,-23.56,5.45,-44.87,50.97
12:03:44:760,-23.33,6.11,-45.38,51.39
12:03:44:770,-23.44,5.83,-45.18,51.23
12:03:44:790,-24.07,5.04,-44.66,50.99
12:03:44:800,-23.22,6.04,-44.65,50.69
12:03:44:810,-23.74,5.87,-45.92,52.03
12:03:44:830,-23.35,5.83,-45.60,51.57
12:03:44:840,-23.64,5.71,-45.19,51.32
12:03:44:851,-23.14,5.94,-45.40,51.30
12:03:44:870,-23.36,5.65,-45.19,51.18
12:03:44:880,-23.22,5.03,-45.42,51.26
12:03:44:890,-23.08,5.42,-44.98,50.85
12:03:44:910,-23.38,5.38,-45.09,51.07
12:03:44:921,-23.77,5.25,-44.98,51.14
12:03:44:930,-22.96,6.05,-45.92,51.70
12:03:44:950,-23.41,6.10,-45.18,51.25
12:03:44:960,-23.74,5.70,-45.29,51.45
12:03:44:970,-23.44,5.92,-45.49,51.52
12:03:44:990,-23.18,5.58,-45.62,51.47
12:03:45:001,-23.73,5.80,-45.29,51.45
12:03:45:010,-23.83,5.70,-44.97,51.21
12:03:45:030,-23.27,5.75,-45.51,51.43
12:03:45:040,-23.22,5.95,-44.43,50.48
12:03:45:060,-23.94,5.77,-45.60,51.83
12:03:45:071,-22.80,6.54,-44.96,50.83
12:03:45:080,-23.52,5.73,-44.54,50.70
12:03:45:090,-23.27,5.66,-45.51,51.42
12:03:45:110,-23.53,5.99,-45.60,51.67
12:03:45:120,-23.68,5.17,-44.88,51.01
12:03:45:130,-23.28,5.48,-45.41,51.32
12:03:45:151,-23.78,5.16,-44.98,51.14
12:03:45:160,-23.42,6.00,-45.38,51.42
12:03:45:170,-23.25,5.84,-45.29,51.24
12:03:45:190,-23.44,5.83,-44.86,50.95
12:03:45:200,-24.02,5.69,-44.86,51.20
12:03:45:210,-24.00,5.11,-46.04,52.17
12:03:45:230,-23.48,5.27,-45.09,51.11
12:03:45:241,-23.95,5.50,-45.08,51.34
12:03:45:250,-23.58,5.26,-45.20,51.25
12:03:45:270,-23.03,5.97,-44.97,50.88
12:03:45:280,-23.27,5.58,-44.87,50.85
12:03:45:290,-22.70,6.64,-45.37,51.17
12:03:45:310,-23.85,5.42,-45.08,51.29
12:03:45:320,-23.38,5.47,-45.30,51.27
12:03:45:330,-23.24,6.03,-45.38,51.34
12:03:45:350,-23.79,6.33,-45.48,51.72
12:03:45:360,-23.72,5.98,-45.49,51.65
12:03:45:370,-23.45,5.82,-45.60,51.61
12:03:45:390,-22.92,6.33,-45.49,51.33
12:03:45:400,-23.12,5.97,-44.54,50.54
12:03:45:420,-22.70,6.37,-44.53,50.39
12:03:45:430,-23.16,5.93,-45.92,51.77
12:03:45:440,-23.25,5.93,-45.92,51.81
12:03:45:450,-23.57,5.27,-44.66,50.78
12:03:45:470,-22.90,6.61,-45.37,51.25
12:03:45:480,-23.24,6.03,-45.60,51.54
12:03:45:490,-23.20,6.31,-45.27,51.26
12:03:45:510,-23.66,5.61,-45.40,51.50
12:03:45:520,-23.52,5.83,-44.65,50.80
12:03:45:531,-23.63,5.89,-45.40,51.52
12:03:45:551,-23.69,5.08,-45.09,51.19
12:03:45:560,-23.41,6.03,-44.64,50.77
12:03:45:570,-23.42,6.10,-45.27,51.34
12:03:45:590,-23.05,5.97,-45.18,51.06
12:03:45:600,-23.52,6.00,-45.18,51.29
12:03:45:610,-23.88,5.23,-45.20,51.39
12:03:45:631,-23.85,5.60,-45.40,51.59
12:03:45:641,-23.73,5.80,-44.97,51.17
12:03:45:650,-23.47,5.54,-45.51,51.50
12:03:45:670,-23.45,5.65,-44.87,50.94
12:03:45:680,-23.68,5.26,-45.20,51.30
12:03:45:700,-23.23,6.30,-46.02,51.93
12:03:45:710,-23.34,5.93,-45.18,51.19
12:03:45:720,-23.30,5.28,-45.52,51.41
12:03:45:740,-23.78,5.32,-45.73,51.81
12:03:45:750,-23.56,5.54,-45.08,51.16
12:03:45:760,-23.48,5.27,-45.30,51.30
12:03:45:780,-23.77,5.34,-44.98,51.15
12:03:45:790,-23.45,5.65,-44.76,50.85
12:03:45:800,-23.56,5.54,-44.98,51.08
12:03:45:820,-23.42,6.00,-45.38,51.42
12:03:45:830,-23.09,5.49,-45.73,51.52
12:03:45:840,-23.64,5.62,-44.87,51.03
12:03:45:860,-23.41,6.37,-45.70,51.74
12:03:45:870,-23.46,5.72,-45.71,51.70
12:03:45:880,-23.44,6.00,-45.71,51.72
12:03:45:891,-23.08,5.67,-45.62,51.44
12:03:45:910,-23.45,5.65,-44.76,50.85
12:03:45:920,-23.53,5.73,-44.97,51.08
12:03:45:930,-23.25,5.84,-45.29,51.24
12:03:45:951,-23.85,5.50,-45.30,51.49
12:03:45:960,-23.70,4.88,-45.21,51.28
12:03:45:970,-23.46,5.72,-45.71,51.70
12:03:45:990,-23.08,6.86,-46.01,51.93
12:03:46:000,-23.24,5.94,-45.29,51.25
12:03:46:011,-23.44,5.92,-45.40,51.43
12:03:46:030,-23.03,6.05,-45.18,51.07
12:03:46:040,-23.81,5.97,-45.49,51.70
12:03:46:050,-23.53,5.90,-45.60,51.66
12:03:46:070,-23.73,5.88,-45.38,51.55
12:03:46:080,-23.24,5.59,-44.33,50.37
12:03:46:100,-23.55,5.72,-45.51,51.56
12:03:46:110,-23.46,5.55,-45.40,51.40
12:03:46:120,-23.53,5.90,-45.18,51.28
12:03:46:130,-22.80,6.53,-45.27,51.11
12:03:46:151,-23.56,5.54,-45.30,51.36
12:03:46:160,-23.62,5.82,-44.76,50.94
12:03:46:170,-23.27,5.66,-45.51,51.42
12:03:46:190,-23.30,6.14,-44.32,50.45
12:03:46:200,-23.45,5.55,-44.87,50.93
12:03:46:220,-22.84,6.25,-45.81,51.57
12:03:46:230,-23.36,5.56,-45.19,51.17
12:03:46:240,-24.07,5.38,-46.04,52.23
12:03:46:250,-24.17,5.37,-45.93,52.18
12:03:46:270,-23.28,5.48,-45.41,51.32
12:03:46:280,-23.64,5.80,-45.60,51.69
12:03:46:290,-22.74,6.26,-45.60,51.34
12:03:46:310,-23.66,5.54,-44.98,51.12
12:03:46:320,-23.53,5.90,-45.49,51.56
12:03:46:330,-23.45,5.65,-44.97,51.03
12:03:46:350,-23.64,5.80,-45.60,51.69
12:03:46:360,-23.56,5.54,-45.19,51.26
12:03:46:380,-23.12,6.23,-45.07,51.03
12:03:46:390,-23.05,5.97,-45.18,51.06
12:03:46:400,-23.24,6.11,-45.81,51.73
12:03:46:410,-22.81,6.78,-46.32,52.08
12:03:46:430,-23.44,5.92,-45.29,51.33
12:03:46:441,-23.27,5.56,-45.30,51.23
12:03:46:450,-23.27,5.66,-45.30,51.24
12:03:46:470,-22.97,5.87,-45.71,51.50
12:03:46:480,-23.52,5.75,-44.33,50.52
