# sensor:magnetometer
# Requested Sample Rate: 100 Hz
# Chart Presentation Rate: 30 Hz
# Recorded Data Filter: none (unfiltered sensor values; calibration and unit conversion may apply)
time,Bx,By,Bz,BT
12:06:34:976,-23.97,5.04,-44.88,51.13
12:06:34:987,-23.89,5.05,-45.09,51.28
12:06:34:996,-23.29,5.47,-45.73,51.61
12:06:35:006,-23.78,5.15,-45.09,51.24
12:06:35:016,-24.19,4.66,-44.79,51.12
12:06:35:026,-23.56,5.54,-44.98,51.08
12:06:35:036,-23.30,5.11,-45.10,51.02
12:06:35:046,-23.51,4.73,-44.26,50.34
12:06:35:056,-23.63,4.45,-44.26,50.37
12:06:35:066,-23.07,5.50,-44.87,50.75
12:06:35:076,-23.80,4.87,-45.20,51.32
12:06:35:086,-23.68,5.08,-44.68,50.82
12:06:35:096,-23.78,5.16,-44.98,51.14
12:06:35:106,-23.73,4.78,-45.64,51.66
12:06:35:116,-23.81,4.60,-44.79,50.93
12:06:35:126,-23.77,5.16,-44.66,50.86
12:06:35:137,-23.30,5.20,-45.20,51.12
12:06:35:146,-23.67,5.26,-44.98,51.10
12:06:35:156,-24.00,4.86,-44.99,51.22
12:06:35:166,-23.50,5.09,-45.09,51.10
12:06:35:176,-23.22,5.03,-45.42,51.26
12:06:35:186,-23.83,4.68,-45.32,51.42
12:06:35:196,-24.09,4.84,-44.99,51.27
12:06:35:206,-23.03,5.12,-45.95,51.65
12:06:35:216,-24.01,5.01,-46.06,52.18
12:06:35:226,-24.02,4.75,-45.63,51.78
12:06:35:236,-23.79,5.05,-45.31,51.43
12:06:35:246,-24.16,5.21,-44.77,51.14
12:06:35:256,-23.78,4.98,-44.57,50.76
12:06:35:266,-23.24,5.76,-44.76,50.76
12:06:35:276,-23.50,5.01,-44.57,50.63
12:06:35:286,-23.61,5.08,-45.52,51.53
12:06:35:296,-23.18,5.58,-45.62,51.47
12:06:35:306,-23.59,5.00,-44.68,50.77
12:06:35:316,-23.57,5.27,-44.66,50.78
12:06:35:326,-23.63,4.62,-45.01,51.04
12:06:35:336,-23.66,5.44,-44.98,51.11
12:06:35:346,-23.67,5.44,-45.19,51.30
12:06:35:356,-24.08,4.94,-45.09,51.36
12:06:35:366,-23.05,5.88,-44.76,50.69
12:06:35:376,-23.89,5.14,-45.41,51.56
12:06:35:386,-23.69,4.90,-44.36,50.53
12:06:35:396,-22.57,6.00,-45.82,51.43
12:06:35:406,-23.25,5.76,-45.29,51.23
12:06:35:416,-23.55,5.47,-44.35,50.51
12:06:35:426,-23.45,5.73,-45.08,51.14
12:06:35:436,-23.17,5.76,-45.62,51.49
12:06:35:446,-24.02,4.57,-45.32,51.50
12:06:35:456,-23.36,5.56,-45.19,51.17
12:06:35:466,-22.86,5.97,-45.92,51.64
12:06:35:476,-23.68,5.16,-44.98,51.10
12:06:35:486,-23.35,4.73,-45.64,51.48
12:06:35:496,-23.38,5.29,-44.66,50.69
12:06:35:506,-23.11,5.21,-45.52,51.31
12:06:35:516,-23.72,4.78,-45.42,51.46
12:06:35:526,-23.52,4.98,-45.85,51.77
12:06:35:536,-23.53,4.72,-45.32,51.29
12:06:35:546,-24.11,4.66,-45.10,51.35
12:06:35:556,-23.48,5.10,-44.77,50.82
12:06:35:566,-23.48,5.18,-45.09,51.10
12:06:35:576,-23.40,5.01,-44.99,50.96
12:06:35:586,-23.40,5.01,-44.99,50.96
12:06:35:596,-23.42,4.90,-45.63,51.52
12:06:35:606,-23.51,4.92,-44.79,50.82
12:06:35:616,-23.12,5.21,-45.63,51.42
12:06:35:626,-23.56,4.36,-45.23,51.18
12:06:35:636,-23.68,5.16,-45.20,51.29
12:06:35:646,-23.59,4.90,-44.79,50.86
12:06:35:657,-23.70,4.71,-44.58,50.71
12:06:35:666,-22.97,5.60,-45.09,50.91
12:06:35:676,-23.70,4.89,-44.99,51.09
12:06:35:686,-23.58,5.09,-44.57,50.68
12:06:35:696,-23.80,4.97,-45.31,51.42
12:06:35:706,-23.80,4.97,-45.31,51.42
12:06:35:716,-23.69,4.98,-44.88,51.00
12:06:35:726,-23.50,5.17,-45.31,51.30
12:06:35:736,-23.95,5.50,-45.08,51.34
12:06:35:746,-23.78,5.15,-45.20,51.33
12:06:35:756,-23.17,5.49,-44.98,50.89
12:06:35:766,-23.75,5.34,-44.77,50.97
12:06:35:776,-23.47,5.20,-44.57,50.64
12:06:35:786,-23.78,5.25,-45.30,51.43
12:06:35:796,-23.25,5.75,-45.40,51.33
12:06:35:806,-23.69,6.17,-45.07,51.29
12:06:35:816,-23.95,5.50,-45.19,51.44
12:06:35:826,-23.09,5.23,-44.88,50.75
12:06:35:836,-23.70,4.88,-45.31,51.37
12:06:35:846,-23.79,5.06,-45.09,51.23
12:06:35:856,-23.81,4.70,-45.01,51.13
12:06:35:866,-23.18,5.22,-44.46,50.41
12:06:35:876,-23.78,5.15,-45.20,51.33
12:06:35:886,-23.83,4.51,-45.01,51.12
12:06:35:896,-23.70,4.97,-45.52,51.56
12:06:35:906,-23.56,5.54,-45.19,51.26
12:06:35:916,-23.80,4.87,-45.20,51.32
12:06:35:926,-23.59,5.09,-44.99,51.06
12:06:35:936,-23.69,4.98,-44.99,51.09
12:06:35:946,-23.96,5.15,-44.57,50.86
12:06:35:956,-24.16,5.29,-45.09,51.43
12:06:35:966,-23.56,5.28,-44.03,50.21
12:06:35:976,-23.74,5.36,-44.35,50.59
12:06:35:986,-24.12,4.48,-45.12,51.35
12:06:35:996,-23.50,5.09,-44.99,51.01
12:06:36:006,-23.48,5.10,-44.46,50.54
12:06:36:016,-23.63,4.62,-44.90,50.95
12:06:36:026,-23.31,4.93,-44.90,50.83
12:06:36:036,-23.68,5.08,-44.88,51.00
12:06:36:046,-23.91,4.77,-45.42,51.55
12:06:36:056,-23.63,4.71,-45.32,51.33
12:06:36:066,-23.57,5.36,-44.98,51.06
12:06:36:076,-23.74,5.53,-44.65,50.87
12:06:36:086,-24.02,4.66,-45.53,51.69
12:06:36:096,-23.86,5.42,-45.41,51.58
12:06:36:106,-23.50,5.09,-45.09,51.10
12:06:36:116,-23.99,5.12,-45.41,51.61
12:06:36:126,-24.03,5.49,-44.87,51.20
12:06:36:136,-23.61,4.89,-44.99,51.05
12:06:36:146,-23.80,4.79,-44.79,50.94
12:06:36:156,-23.18,5.32,-44.66,50.60
12:06:36:166,-23.99,4.95,-44.88,51.13
12:06:36:176,-23.59,5.25,-45.73,51.72
12:06:36:186,-24.00,4.94,-45.31,51.51
12:06:36:196,-23.62,4.89,-45.42,51.43
12:06:36:206,-23.03,4.95,-45.31,51.07
12:06:36:216,-24.14,4.29,-45.23,51.45
12:06:36:226,-23.25,4.75,-45.64,51.44
12:06:36:236,-23.74,5.61,-44.97,51.16
12:06:36:246,-23.34,4.92,-45.74,51.58
12:06:36:256,-23.67,5.34,-45.19,51.29
12:06:36:266,-24.18,4.93,-44.99,51.32
12:06:36:276,-23.79,5.15,-45.52,51.62
12:06:36:286,-23.68,4.99,-44.57,50.71
12:06:36:296,-23.58,5.26,-45.52,51.53
12:06:36:306,-23.40,5.18,-45.31,51.26
12:06:36:316,-23.48,5.27,-45.09,51.11
12:06:36:326,-23.25,5.76,-45.19,51.15
12:06:36:336,-24.09,5.01,-45.63,51.84
12:06:36:346,-23.59,4.99,-44.88,50.95
12:06:36:356,-23.89,4.88,-44.68,50.90
12:06:36:366,-23.44,5.73,-44.97,51.03
12:06:36:376,-23.79,5.14,-45.63,51.71
12:06:36:386,-23.73,5.45,-44.02,50.30
12:06:36:396,-23.75,5.34,-44.77,50.97
12:06:36:407,-23.96,5.31,-45.30,51.52
12:06:36:416,-23.53,4.81,-45.64,51.57
12:06:36:426,-23.84,5.43,-44.55,50.82
12:06:36:436,-23.58,5.09,-44.77,50.86
12:06:36:446,-23.84,4.33,-44.69,50.83
12:06:36:456,-23.99,4.94,-45.20,51.41
12:06:36:466,-23.09,5.39,-45.62,51.41
12:06:36:476,-23.83,4.43,-44.48,50.65
12:06:36:486,-23.42,4.90,-45.63,51.52
12:06:36:496,-23.88,5.06,-44.66,50.90
12:06:36:506,-23.30,5.11,-44.88,50.83
12:06:36:516,-24.14,4.38,-45.43,51.64
12:06:36:526,-23.29,5.29,-45.41,51.31
12:06:36:536,-23.66,5.44,-45.09,51.21
12:06:36:546,-23.86,5.25,-44.66,50.91
12:06:36:556,-23.91,4.60,-44.79,50.98
12:06:36:566,-23.69,4.98,-44.88,51.00
12:06:36:576,-23.25,5.84,-45.40,51.34
12:06:36:586,-23.91,4.77,-45.21,51.37
12:06:36:596,-23.29,5.38,-45.73,51.60
12:06:36:606,-23.46,5.64,-45.30,51.32
12:06:36:616,-24.05,5.40,-44.87,51.19
12:06:36:626,-23.57,5.44,-45.41,51.45
12:06:36:636,-24.22,4.39,-44.47,50.83
12:06:36:646,-23.80,4.97,-45.20,51.33
12:06:36:656,-23.58,5.00,-44.25,50.39
12:06:36:666,-23.68,5.25,-45.30,51.38
12:06:36:676,-24.16,5.21,-44.87,51.23
12:06:36:686,-23.74,4.43,-45.12,51.17
12:06:36:696,-23.39,5.20,-45.09,51.06
12:06:36:706,-23.55,5.89,-45.81,51.84
12:06:36:716,-23.47,5.28,-44.98,51.01
12:06:36:726,-23.39,5.37,-45.62,51.54
12:06:36:736,-23.58,5.17,-44.88,50.97
12:06:36:746,-23.85,5.43,-44.87,51.11
12:06:36:756,-23.68,5.09,-44.46,50.63
12:06:36:766,-23.63,4.71,-45.21,51.23
12:06:36:776,-23.56,5.37,-44.77,50.88
12:06:36:786,-23.89,4.88,-44.57,50.80
12:06:36:796,-24.06,5.22,-44.77,51.10
12:06:36:806,-23.77,5.25,-44.98,51.14
12:06:36:816,-23.79,4.88,-44.79,50.95
12:06:36:826,-23.56,5.54,-45.19,51.26
12:06:36:836,-23.40,5.01,-44.79,50.78
12:06:36:846,-23.52,4.89,-45.63,51.57
12:06:36:856,-23.58,5.00,-44.46,50.57
12:06:36:866,-23.38,5.47,-45.41,51.36
12:06:36:876,-23.48,5.27,-45.09,51.11
12:06:36:886,-23.73,4.61,-45.10,51.17
12:06:36:896,-23.51,5.09,-45.52,51.48
12:06:36:906,-23.08,5.76,-45.93,51.73
12:06:36:916,-23.59,4.99,-44.79,50.87
12:06:36:926,-23.88,5.32,-45.62,51.76
12:06:36:937,-23.30,5.20,-45.31,51.22
12:06:36:946,-23.70,4.88,-45.31,51.37
12:06:36:956,-24.07,5.04,-44.77,51.08
12:06:36:966,-23.97,5.31,-45.62,51.80
12:06:36:976,-23.51,4.92,-44.79,50.82
12:06:36:986,-23.58,5.17,-45.09,51.15
12:06:36:996,-23.88,5.06,-44.66,50.90
12:06:37:006,-23.57,5.44,-45.62,51.63
12:06:37:016,-23.45,5.65,-45.19,51.22
12:06:37:026,-23.40,5.18,-45.31,51.26
12:06:37:036,-24.09,4.93,-45.52,51.74
12:06:37:046,-23.62,4.89,-45.31,51.33
12:06:37:056,-24.12,4.48,-45.12,51.35
12:06:37:066,-23.59,5.09,-44.99,51.06
12:06:37:076,-23.31,5.18,-46.06,51.88
12:06:37:086,-23.57,5.27,-44.98,51.06
12:06:37:096,-23.41,5.00,-45.31,51.25
12:06:37:106,-23.84,5.60,-45.08,51.30
12:06:37:116,-23.78,4.98,-44.46,50.66
12:06:37:126,-23.86,5.32,-45.30,51.48
12:06:37:136,-23.29,5.29,-44.98,50.93
12:06:37:146,-23.80,4.88,-45.10,51.23
12:06:37:156,-23.89,4.95,-45.10,51.28
12:06:37:166,-23.70,4.89,-44.88,50.99
12:06:37:176,-23.07,5.60,-44.98,50.86
12:06:37:186,-23.72,4.71,-44.90,50.99
12:06:37:196,-23.58,5.17,-44.98,51.05
12:06:37:206,-23.20,5.47,-46.04,51.85
12:06:37:216,-23.99,5.12,-45.73,51.89
12:06:37:226,-23.80,4.79,-44.79,50.94
12:06:37:236,-23.13,5.95,-44.97,50.92
12:06:37:246,-23.29,5.12,-44.57,50.55
12:06:37:256,-23.89,4.95,-45.10,51.28
12:06:37:266,-23.30,5.11,-45.31,51.21
12:06:37:276,-23.59,5.08,-45.31,51.34
12:06:37:286,-23.73,4.51,-45.01,51.08
12:06:37:296,-23.74,4.51,-45.21,51.27
12:06:37:306,-23.14,5.95,-45.29,51.20
12:06:37:316,-23.09,5.23,-44.88,50.75
12:06:37:326,-23.56,5.62,-45.40,51.45
12:06:37:336,-23.72,4.79,-45.21,51.28
12:06:37:346,-23.58,5.17,-44.98,51.05
12:06:37:356,-23.91,4.51,-44.37,50.61
12:06:37:366,-23.31,4.93,-44.99,50.91
12:06:37:376,-23.75,5.34,-44.77,50.97
12:06:37:387,-23.68,5.08,-44.77,50.90
12:06:37:396,-23.53,5.73,-44.65,50.80
12:06:37:406,-23.72,4.71,-45.01,51.09
12:06:37:416,-23.68,5.16,-45.20,51.29
12:06:37:426,-24.06,5.39,-45.51,51.76
12:06:37:436,-23.51,4.90,-44.99,51.00
12:06:37:446,-24.13,5.31,-44.35,50.77
12:06:37:456,-24.17,5.20,-45.41,51.70
12:06:37:466,-23.29,5.21,-44.88,50.83
12:06:37:476,-23.19,5.31,-45.20,51.08
12:06:37:486,-23.40,5.18,-45.41,51.35
12:06:37:496,-23.84,5.53,-44.65,50.92
12:06:37:506,-23.97,5.22,-45.30,51.52
12:06:37:516,-23.28,5.22,-44.25,50.27
12:06:37:526,-24.28,5.00,-45.20,51.55
12:06:37:537,-23.42,4.99,-45.74,51.63
12:06:37:546,-23.52,4.81,-45.32,51.29
12:06:37:556,-23.85,4.40,-45.64,51.68
12:06:37:566,-23.78,5.16,-44.77,50.96
12:06:37:576,-23.77,5.42,-45.62,51.72
12:06:37:586,-23.61,4.99,-45.20,51.24
12:06:37:596,-23.79,5.15,-45.41,51.52
12:06:37:606,-23.70,4.98,-45.31,51.38
12:06:37:616,-23.69,5.06,-45.31,51.38
12:06:37:626,-23.56,5.37,-44.77,50.88
12:06:37:636,-23.92,4.84,-45.95,52.03
12:06:37:646,-23.41,4.83,-44.79,50.77
12:06:37:656,-24.11,4.75,-45.31,51.54
12:06:37:666,-23.13,5.11,-45.85,51.61
12:06:37:676,-23.80,4.88,-45.10,51.23
12:06:37:686,-23.27,5.58,-44.87,50.85
12:06:37:696,-24.27,5.01,-44.66,51.08
12:06:37:706,-23.74,4.51,-45.32,51.36
12:06:37:716,-23.59,4.90,-44.79,50.86
12:06:37:726,-23.99,5.12,-45.41,51.61
12:06:37:736,-24.00,4.86,-45.10,51.32
12:06:37:746,-24.30,4.73,-45.31,51.63
12:06:37:756,-23.57,5.01,-44.04,50.20
12:06:37:766,-23.33,4.92,-45.31,51.20
12:06:37:776,-23.92,4.67,-45.32,51.46
12:06:37:786,-23.97,5.12,-45.20,51.42
12:06:37:797,-23.23,5.01,-45.85,51.64
12:06:37:806,-24.01,4.67,-45.10,51.31
12:06:37:816,-23.46,5.47,-44.66,50.75
12:06:37:826,-23.46,5.55,-44.98,51.03
12:06:37:836,-24.19,4.66,-44.79,51.12
12:06:37:846,-23.72,4.71,-44.79,50.90
12:06:37:856,-23.88,5.05,-44.88,51.09
12:06:37:866,-23.69,5.08,-44.99,51.10
12:06:37:876,-23.18,5.22,-44.57,50.51
12:06:37:886,-24.22,4.55,-45.42,51.67
12:06:37:897,-23.02,5.14,-45.31,51.08
12:06:37:906,-23.50,5.17,-45.31,51.30
12:06:37:916,-24.19,4.83,-45.10,51.41
12:06:37:926,-23.59,5.17,-45.31,51.35
12:06:37:936,-23.52,4.90,-45.31,51.29
12:06:37:946,-23.67,5.26,-44.88,51.01
12:06:37:956,-23.94,4.57,-45.64,51.74
12:06:37:966,-24.27,5.01,-44.88,51.27
12:06:37:976,-23.36,5.73,-45.71,51.66
12:06:37:986,-24.25,5.37,-45.51,51.84
12:06:37:996,-23.58,5.09,-44.88,50.96
12:06:38:006,-23.30,4.94,-44.57,50.53
12:06:38:016,-23.56,5.37,-44.66,50.78
12:06:38:027,-23.94,5.50,-44.76,51.06
12:06:38:036,-24.20,4.56,-44.68,51.02
12:06:38:046,-23.89,5.05,-45.31,51.47
12:06:38:056,-23.80,4.87,-45.20,51.32
12:06:38:066,-23.77,5.33,-45.19,51.33
12:06:38:076,-23.52,4.81,-45.42,51.38
12:06:38:086,-23.47,5.28,-44.66,50.73
12:06:38:096,-23.24,5.86,-44.86,50.86
12:06:38:106,-24.28,4.83,-44.77,51.16
12:06:38:116,-23.91,4.60,-44.58,50.80
12:06:38:126,-23.79,5.15,-45.31,51.43
12:06:38:136,-23.28,5.31,-44.66,50.64
12:06:38:146,-23.55,4.71,-45.75,51.67
12:06:38:156,-24.19,4.75,-44.88,51.21
12:06:38:166,-23.88,5.05,-44.88,51.09
12:06:38:176,-23.88,5.14,-45.20,51.38
12:06:38:186,-23.47,5.45,-45.30,51.31
12:06:38:197,-23.46,5.64,-45.40,51.41
12:06:38:206,-23.80,4.87,-45.31,51.41
12:06:38:216,-23.58,5.36,-45.41,51.45
12:06:38:226,-23.50,5.00,-44.88,50.91
12:06:38:236,-23.28,5.48,-45.41,51.32
12:06:38:246,-23.57,5.36,-45.09,51.16
12:06:38:256,-23.61,5.08,-45.63,51.62
12:06:38:266,-23.57,5.37,-44.87,50.97
12:06:38:276,-22.96,6.05,-45.92,51.70
12:06:38:286,-23.52,4.64,-44.79,50.80
12:06:38:296,-23.56,5.28,-44.24,50.40
12:06:38:306,-23.79,5.05,-45.31,51.43
12:06:38:316,-23.89,4.97,-44.99,51.18
12:06:38:326,-23.83,4.68,-45.42,51.50
12:06:38:336,-23.55,5.55,-44.87,50.98
12:06:38:346,-23.69,4.99,-44.77,50.90
12:06:38:356,-23.75,4.25,-44.70,50.80
12:06:38:366,-23.44,5.73,-44.97,51.03
12:06:38:376,-23.22,5.20,-45.74,51.56
12:06:38:386,-23.22,5.03,-45.31,51.16
12:06:38:396,-23.56,5.54,-45.08,51.16
12:06:38:406,-23.86,5.33,-45.09,51.29
12:06:38:416,-23.31,4.84,-44.68,50.63
12:06:38:426,-23.16,5.77,-45.08,51.01
12:06:38:436,-23.27,5.75,-45.62,51.53
12:06:38:446,-23.84,5.51,-44.76,51.01
12:06:38:456,-23.62,4.81,-45.10,51.14
12:06:38:466,-23.69,4.99,-44.68,50.82
12:06:38:476,-23.57,5.27,-44.98,51.06
12:06:38:486,-24.01,4.76,-45.31,51.50
12:06:38:496,-23.11,5.21,-45.52,51.31
12:06:38:506,-23.67,5.09,-44.35,50.52
12:06:38:516,-23.99,4.86,-44.88,51.12
12:06:38:526,-23.58,5.17,-44.88,50.97
12:06:38:536,-23.63,5.81,-45.18,51.31
12:06:38:546,-24.19,5.01,-45.63,51.89
12:06:38:556,-23.75,5.17,-44.24,50.48
12:06:38:566,-23.62,4.81,-44.99,51.04
12:06:38:576,-23.13,4.86,-44.90,50.74
12:06:38:586,-23.81,4.87,-45.74,51.80
12:06:38:596,-23.84,5.60,-45.19,51.40
12:06:38:606,-23.24,5.76,-44.87,50.86
12:06:38:616,-23.72,4.71,-45.01,51.09
12:06:38:626,-23.58,5.00,-44.57,50.67
12:06:38:636,-23.51,5.08,-45.63,51.58
12:06:38:646,-24.07,4.01,-45.44,51.58
12:06:38:656,-23.03,4.87,-45.10,50.88
12:06:38:666,-23.03,4.87,-45.10,50.88
12:06:38:677,-23.68,5.26,-45.20,51.30
12:06:38:686,-23.50,5.18,-45.20,51.21
12:06:38:696,-23.67,5.44,-45.19,51.30
12:06:38:706,-23.90,4.87,-44.99,51.18
12:06:38:716,-23.34,4.75,-45.21,51.10
12:06:38:726,-23.53,4.55,-44.69,50.71
12:06:38:736,-23.69,4.99,-44.68,50.82
12:06:38:746,-23.99,4.77,-44.57,50.84
12:06:38:756,-24.02,4.49,-44.79,51.02
12:06:38:766,-23.42,4.73,-45.10,51.04
12:06:38:776,-23.18,5.40,-45.09,50.99
12:06:38:787,-23.46,5.47,-44.98,51.03
12:06:38:796,-23.35,5.66,-44.87,50.90
12:06:38:806,-23.47,5.28,-44.66,50.73
12:06:38:816,-23.79,4.88,-44.79,50.95
12:06:38:826,-23.92,4.59,-45.10,51.26
12:06:38:836,-23.29,5.29,-45.30,51.21
12:06:38:846,-24.31,4.55,-45.10,51.44
12:06:38:856,-23.51,4.90,-44.99,51.00
12:06:38:866,-23.50,5.00,-44.79,50.82
12:06:38:876,-23.51,6.09,-45.27,51.38
12:06:38:886,-23.48,5.10,-44.77,50.82
12:06:38:896,-23.45,5.56,-44.55,50.65
12:06:38:906,-23.23,5.95,-44.65,50.68
12:06:38:916,-23.13,4.86,-45.10,50.92
12:06:38:926,-23.46,5.38,-44.55,50.64
12:06:38:936,-23.36,5.56,-45.08,51.08
12:06:38:946,-23.69,4.81,-44.47,50.62
12:06:38:956,-24.11,4.66,-45.21,51.45
12:06:38:966,-23.45,4.64,-45.32,51.24
12:06:38:976,-23.29,5.38,-45.62,51.50
12:06:38:986,-23.85,5.51,-45.19,51.39
12:06:38:996,-23.50,5.27,-45.52,51.50
12:06:39:006,-23.99,6.22,-45.27,51.61
12:06:39:016,-23.89,5.05,-45.09,51.28
12:06:39:026,-23.57,5.37,-44.87,50.97
12:06:39:036,-23.58,5.00,-44.57,50.67
12:06:39:046,-24.08,4.86,-44.79,51.08
12:06:39:056,-24.30,4.65,-44.90,51.26
12:06:39:066,-23.69,4.90,-44.47,50.62
12:06:39:076,-23.23,6.21,-45.59,51.54
12:06:39:086,-23.68,5.08,-44.77,50.90
12:06:39:096,-23.35,5.92,-46.03,51.95
12:06:39:106,-24.03,4.49,-45.21,51.40
12:06:39:116,-23.69,5.08,-45.09,51.19
12:06:39:127,-23.47,5.37,-45.09,51.12
12:06:39:136,-23.77,5.16,-44.57,50.77
12:06:39:146,-23.52,4.82,-45.10,51.10
12:06:39:156,-23.41,5.00,-45.31,51.25
12:06:39:166,-23.46,5.38,-44.77,50.83
12:06:39:176,-23.07,5.77,-45.71,51.53
12:06:39:186,-23.99,4.87,-44.68,50.94
12:06:39:196,-23.40,5.01,-44.79,50.78
12:06:39:206,-23.40,5.01,-44.79,50.78
12:06:39:216,-23.45,5.65,-44.87,50.94
12:06:39:226,-23.48,5.18,-44.77,50.82
12:06:39:236,-23.36,5.56,-45.19,51.17
12:06:39:246,-24.00,4.77,-44.99,51.22
12:06:39:256,-23.50,5.09,-45.09,51.10
12:06:39:266,-23.51,5.17,-45.73,51.67
12:06:39:276,-23.47,5.37,-44.87,50.92
12:06:39:286,-23.47,5.20,-44.66,50.72
12:06:39:296,-23.47,5.20,-44.57,50.64
12:06:39:306,-23.13,6.05,-44.86,50.83
12:06:39:316,-23.57,5.27,-44.66,50.78
12:06:39:326,-24.12,4.75,-45.63,51.83
12:06:39:336,-22.90,5.25,-44.99,50.76
12:06:39:346,-24.19,4.83,-45.31,51.59
12:06:39:356,-23.51,4.90,-45.10,51.10
12:06:39:366,-23.47,5.45,-45.19,51.21
12:06:39:376,-23.25,5.67,-44.98,50.95
12:06:39:386,-23.97,5.31,-45.62,51.80
12:06:39:396,-23.09,5.23,-44.88,50.75
12:06:39:406,-23.69,4.82,-44.15,50.34
12:06:39:416,-23.99,4.95,-44.99,51.23
12:06:39:426,-23.55,5.55,-44.87,50.98
12:06:39:436,-22.90,5.25,-44.77,50.56
12:06:39:446,-23.61,4.89,-45.21,51.24
12:06:39:456,-23.68,5.17,-44.77,50.91
12:06:39:466,-23.51,4.99,-45.52,51.47
12:06:39:476,-23.38,5.47,-45.41,51.36
12:06:39:486,-23.92,4.67,-45.64,51.74
12:06:39:496,-23.58,5.34,-45.52,51.54
12:06:39:506,-23.35,5.58,-44.44,50.51
12:06:39:516,-23.61,4.89,-45.10,51.14
12:06:39:526,-23.67,5.36,-44.87,51.01
12:06:39:536,-22.62,5.36,-45.52,51.11
12:06:39:546,-24.25,5.11,-44.46,50.90
12:06:39:556,-23.80,4.87,-45.20,51.32
12:06:39:566,-23.30,5.20,-45.31,51.22
12:06:39:576,-23.50,5.09,-45.20,51.20
12:06:39:586,-23.50,4.83,-44.25,50.33
12:06:39:596,-23.48,5.10,-44.77,50.82
12:06:39:606,-23.68,5.25,-45.30,51.38
12:06:39:616,-23.38,5.12,-44.25,50.31
12:06:39:626,-23.72,4.71,-44.79,50.90
12:06:39:636,-23.95,5.40,-45.08,51.33
12:06:39:646,-23.89,5.05,-45.31,51.47
12:06:39:656,-24.18,5.01,-45.31,51.60
12:06:39:666,-23.84,4.76,-46.06,52.08
12:06:39:676,-23.84,4.76,-46.06,52.08
12:06:39:686,-23.88,5.05,-44.99,51.19
12:06:39:696,-24.16,5.29,-45.41,51.71
12:06:39:706,-24.44,5.27,-45.08,51.55
12:06:39:716,-24.12,4.65,-45.53,51.73
12:06:39:726,-22.72,5.27,-44.99,50.68
12:06:39:736,-24.25,5.11,-44.55,50.98
12:06:39:746,-24.18,5.01,-45.31,51.60
12:06:39:756,-23.61,4.89,-45.21,51.24
12:06:39:766,-23.67,5.43,-45.41,51.49
12:06:39:776,-24.19,4.75,-44.68,51.03
12:06:39:786,-23.69,4.99,-44.68,50.82
12:06:39:796,-23.39,5.37,-45.30,51.26
12:06:39:806,-23.40,4.93,-44.68,50.67
12:06:39:816,-23.69,5.08,-44.99,51.10
12:06:39:826,-23.46,5.55,-45.19,51.22
12:06:39:836,-23.59,5.09,-44.99,51.06
12:06:39:846,-23.89,4.95,-45.10,51.28
12:06:39:856,-23.80,4.87,-45.31,51.41
12:06:39:866,-23.13,6.14,-45.18,51.12
12:06:39:876,-23.30,5.03,-44.88,50.82
12:06:39:887,-23.51,4.83,-44.47,50.53
12:06:39:896,-23.99,4.95,-44.77,51.03
12:06:39:906,-23.17,5.32,-44.35,50.32
12:06:39:916,-23.23,4.93,-45.31,51.16
12:06:39:926,-23.64,5.54,-44.65,50.83
12:06:39:936,-23.17,5.59,-45.08,50.99
12:06:39:946,-24.16,5.03,-44.57,50.94
12:06:39:956,-23.42,4.73,-44.79,50.76
12:06:39:966,-23.24,4.75,-45.21,51.06
12:06:39:976,-23.27,5.58,-45.19,51.13
12:06:39:986,-23.13,4.60,-44.26,50.15
12:06:39:996,-23.68,5.25,-45.41,51.48
12:06:40:006,-23.30,5.11,-45.20,51.11
12:06:40:016,-23.51,4.82,-44.90,50.91
12:06:40:026,-24.22,4.47,-44.90,51.21
12:06:40:036,-23.30,5.37,-45.95,51.80
12:06:40:046,-23.92,4.67,-45.42,51.55
12:06:40:056,-23.70,4.98,-45.20,51.28
12:06:40:066,-23.41,5.27,-46.04,51.92
12:06:40:076,-24.06,5.14,-44.66,50.99
12:06:40:086,-23.59,5.17,-45.31,51.35
12:06:40:096,-23.07,5.67,-45.40,51.24
12:06:40:106,-23.57,5.27,-44.77,50.87
12:06:40:116,-24.19,5.00,-45.73,51.97
12:06:40:126,-23.23,6.12,-45.29,51.26
12:06:40:136,-22.68,5.55,-44.55,50.30
12:06:40:146,-23.58,5.17,-45.20,51.24
12:06:40:156,-23.52,4.81,-45.42,51.38
12:06:40:166,-23.39,5.37,-45.62,51.54
12:06:40:176,-23.72,4.78,-45.42,51.46
12:06:40:187,-24.01,4.67,-44.99,51.21
12:06:40:196,-23.38,5.47,-45.41,51.36
12:06:40:206,-23.66,5.36,-44.66,50.82
12:06:40:216,-23.75,5.44,-44.76,50.97
12:06:40:226,-23.30,5.11,-45.31,51.21
12:06:40:236,-23.25,5.59,-44.66,50.66
12:06:40:246,-23.18,5.22,-44.57,50.51
12:06:40:256,-23.69,5.06,-45.20,51.28
12:06:40:266,-22.91,5.33,-45.52,51.24
12:06:40:276,-24.17,5.20,-45.52,51.80
12:06:40:287,-23.61,4.99,-45.31,51.33
12:06:40:296,-23.99,4.87,-44.79,51.04
12:06:40:306,-23.35,5.83,-45.40,51.38
