# sensor:magnetometer
# Requested Sample Rate: 10 Hz
# Chart Presentation Rate: 30 Hz
# Recorded Data Filter: none (unfiltered sensor values; calibration and unit conversion may apply)
time,Bx,By,Bz,BT
21:43:45:911,28.74,-3.66,-30.66,42.18
21:43:46:011,29.06,-3.27,-30.87,42.52
21:43:46:111,28.39,-3.16,-30.96,42.13
21:43:46:211,29.10,-3.90,-31.21,42.85
21:43:46:311,28.67,-3.22,-31.29,42.56
21:43:46:411,28.65,-3.76,-30.45,41.98
21:43:46:511,28.82,-3.93,-30.89,42.43
21:43:46:611,28.91,-3.92,-30.67,42.33
21:43:46:711,28.35,-3.62,-31.40,42.46
21:43:46:811,28.56,-3.33,-31.39,42.57
21:43:46:911,28.69,-3.29,-30.23,41.81
21:43:47:011,29.06,-3.44,-30.34,42.15
21:43:47:111,28.83,-3.75,-30.67,42.26
21:43:47:211,28.98,-3.27,-30.55,42.23
21:43:47:311,28.71,-4.21,-30.26,41.92
21:43:47:411,28.17,-3.81,-30.13,41.43
21:43:47:511,28.34,-3.64,-31.72,42.69
21:43:47:611,29.11,-3.89,-30.46,42.31
21:43:47:711,28.27,-3.71,-30.56,41.79
21:43:47:811,28.43,-3.98,-31.10,42.32
21:43:47:911,28.94,-3.55,-30.88,42.47
21:43:48:011,28.68,-3.22,-30.96,42.33
21:43:48:111,29.04,-3.64,-30.88,42.54
21:43:48:211,28.94,-3.65,-30.77,42.40
21:43:48:311,28.46,-3.43,-31.09,42.29
21:43:48:411,28.67,-3.15,-31.82,42.94
21:43:48:511,28.38,-3.34,-30.87,42.06
21:43:48:611,28.74,-3.57,-31.09,42.49
21:43:48:711,28.41,-3.90,-31.94,42.93
21:43:48:811,28.58,-3.40,-30.44,41.90
21:43:48:911,28.88,-3.11,-31.07,42.53
